tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
10,763031,768481,778646,784686,788492,0,0,0,0,0,382363,384683,390079,392834,394696,380668,383798,388567,391852,393796,62017,65529,66204,70423,77070,42156,42276,42706,43062,43264,37956,39537,39747,39843,40737,42985,44560,45168,45169,46296,2964,3088,3210,4014,4354,2626,3012,3109,3476,3767,723,802,851,894,981,1106,1316,1496,1511,1636,346,421,446,451,544,1396,1454,1563,2160,2514,4187,4385,4642,5083,5792,141504,145164,151553,159025,161965,38852,39328,40096,40832,41452,24139,24750,24780,25127,25955,2,2,3,3,3,765545,770829,780203,785577,789235,9792,10673,10828,12528,12567,2964,3088,3210,4014,4354,723,802,851,894,981,346,421,446,451,544,140,153,177,208,234,857,867,958,1004,1356,1629,1912,1974,1992,2529,1106,1316,1496,1511,1636,1396,1454,1563,2160,2514,10,19,23,27,28
11,760435,766162,776995,783977,787666,0,0,0,0,0,381004,383460,389326,392557,394324,379431,382702,387669,391420,393342,64056,67719,68448,73306,80445,41975,42101,42595,42895,43152,37374,39140,39330,39416,40358,42834,44504,45203,45224,46466,3083,3212,3219,4015,4505,2691,2976,2982,3586,3672,658,778,818,839,928,1094,1311,1459,1496,1662,367,400,417,436,460,1438,1494,1592,2130,2653,4318,4397,4487,5040,5893,143333,147235,154437,162369,165475,38086,38470,39371,40091,40835,23716,24344,24407,24741,25619,2,3,3,3,3,763031,768481,778646,784686,788492,9513,10722,10841,12475,12680,3083,3212,3219,4015,4505,658,778,818,839,928,367,400,417,436,460,145,146,155,201,242,876,899,936,991,1435,1670,1900,1922,1950,2439,1094,1311,1459,1496,1662,1438,1494,1592,2130,2653,11,11,14,20,23
12,758266,763933,775298,783095,786967,0,0,0,0,0,379979,382353,388551,392076,393991,378287,381580,386747,391019,392976,66136,70061,70648,76314,83921,41793,41915,42395,42753,43038,36894,38767,38918,39008,40071,42654,44495,45193,45223,46626,3082,3149,3340,4097,4539,2613,2984,3109,3436,3541,734,755,815,817,830,1096,1322,1491,1514,1695,367,427,449,465,513,1405,1528,1566,2251,2504,4264,4415,4635,5198,5867,145327,149189,157125,165816,168918,37332,37725,38604,39405,40173,23242,23913,23988,24353,25276,2,3,3,3,3,760435,766162,776995,783977,787666,9620,10625,10955,12495,12676,3082,3149,3340,4097,4539,734,755,815,817,830,367,427,449,465,513,146,153,167,211,249,848,915,930,992,1342,1619,1883,1902,1964,2362,1096,1322,1491,1514,1695,1405,1528,1566,2251,2504,9,9,18,27,32
13,756009,761719,773765,782302,786073,0,0,0,0,0,378844,381126,387703,391711,393640,377165,380593,386062,390591,392433,68220,72383,72880,79399,87482,41562,41710,42194,42506,42865,36431,38368,38584,38676,39794,42448,44452,45148,45187,46681,3111,3174,3355,4214,4653,2670,3018,3054,3447,3605,721,765,770,854,885,1100,1342,1457,1587,1639,341,408,424,444,491,1488,1512,1610,2186,2586,4300,4388,4648,5276,5998,147187,151136,159986,169091,171968,36526,36959,37888,38712,39522,22812,23542,23570,23964,24968,3,3,3,3,3,758266,763933,775298,783095,786967,9529,10757,10967,12565,12616,3111,3174,3355,4214,4653,721,765,770,854,885,341,408,424,444,491,157,164,192,234,274,881,890,958,978,1387,1616,1826,1904,1980,2353,1100,1342,1457,1587,1639,1488,1512,1610,2186,2586,13,17,24,25,26
14,753831,759552,772246,781672,785304,0,0,0,0,0,377713,380020,386983,391426,393307,376118,379532,385263,390246,391997,70459,74857,75233,82529,91051,41285,41463,42011,42336,42683,35958,37950,38195,38222,39459,42223,44432,45129,45135,46787,3260,3342,3502,4303,4710,2627,2974,3133,3460,3567,673,712,757,825,862,1150,1352,1479,1509,1659,360,403,408,433,485,1499,1524,1573,2197,2595,4375,4532,4772,5336,6020,149027,153081,162542,172228,175059,35745,36220,37206,38079,38937,22377,23162,23176,23599,24659,3,3,3,3,3,756009,761719,773765,782302,786073,9670,10814,10829,12789,12809,3260,3342,3502,4303,4710,673,712,757,825,862,360,403,408,433,485,166,176,183,244,259,866,905,974,983,1353,1595,1863,1893,1976,2325,1150,1352,1479,1509,1659,1499,1524,1573,2197,2595,8,17,20,21,25
15,751822,757702,770852,781101,784690,0,0,0,0,0,376688,379144,386255,391117,392864,375134,378558,384597,389984,391826,72768,77312,77679,85864,94758,41133,41315,41896,42231,42617,35453,37561,37844,37849,39144,41982,44361,45137,45193,46899,3290,3364,3413,4463,4824,2567,2860,2974,3333,3573,666,774,778,807,817,1124,1302,1473,1576,1619,303,395,416,416,455,1447,1477,1507,2221,2566,4463,4554,4646,5432,6086,150860,154757,165287,175346,177986,35014,35512,36501,37386,38362,21973,22781,22807,23253,24389,3,3,3,3,3,753831,759552,772246,781672,785304,9833,10917,11063,12670,12850,3290,3364,3413,4463,4824,666,774,778,807,817,303,395,416,416,455,148,154,169,234,254,821,846,973,1003,1274,1598,1802,1825,1860,2346,1124,1302,1473,1576,1619,1447,1477,1507,2221,2566,11,15,17,23,27
16,749841,755667,769801,780517,784010,0,0,0,0,0,375734,378208,385807,390781,392408,374107,377459,383994,389736,391602,75047,79984,80099,89058,98356,40860,41071,41705,42066,42468,35013,37252,37531,37594,38863,41761,44294,45107,45234,46978,3295,3398,3681,4381,4751,2565,2827,2898,3475,3481,712,716,735,778,826,1163,1328,1399,1552,1658,330,351,418,422,427,1429,1484,1542,2156,2595,4381,4532,4934,5423,5951,152515,156508,167500,178246,180921,34286,34828,35863,36723,37734,21612,22400,22428,22948,24100,3,3,3,3,3,751822,757702,770852,781101,784690,9722,10686,10776,12743,12873,3295,3398,3681,4381,4751,712,716,735,778,826,330,351,418,422,427,165,167,176,247,251,826,828,929,986,1410,1572,1802,1818,1825,2244,1163,1328,1399,1552,1658,1429,1484,1542,2156,2595,9,10,16,17,30
17,748021,753885,768704,780179,783280,0,0,0,0,0,374783,377273,385147,390580,392092,373238,376612,383557,389599,391188,77395,82455,82635,92420,102093,40564,40800,41430,41823,42314,34545,36899,37122,37211,38497,41559,44262,45095,45251,47063,3373,3375,3656,4581,4910,2651,2771,2887,3345,3566,649,704,745,799,809,1131,1269,1426,1526,1594,340,401,406,424,462,1469,1494,1495,2222,2555,4483,4521,4879,5570,6181,154243,157969,169697,181134,183603,33582,34124,35189,36121,37183,21209,22037,22041,22595,23803,3,3,3,3,3,749841,755667,769801,780517,784010,9744,10797,10919,12486,12827,3373,3375,3656,4581,4910,649,704,745,799,809,340,401,406,424,462,145,173,184,249,290,828,852,873,903,1261,1654,1759,1835,1841,2373,1131,1269,1426,1526,1594,1469,1494,1495,2222,2555,9,11,17,20,21
18,746281,752065,767553,779523,782812,0,0,0,0,0,374000,376317,384651,390237,391781,372281,375748,382902,389286,391031,79828,84932,85261,95794,105674,40372,40629,41304,41644,42215,34113,36574,36738,36895,38278,41331,44208,45106,45254,47132,3458,3490,3688,4570,4796,2612,2877,2881,3336,3496,632,683,739,754,754,1063,1261,1468,1578,1631,322,343,392,418,441,1408,1473,1511,2192,2528,4495,4615,4834,5545,5991,155908,159506,171811,183765,186274,32951,33486,34531,35532,36644,20838,21666,21700,22323,23516,3,3,3,3,3,748021,753885,768704,780179,783280,9772,10748,10855,12700,12960,3458,3490,3688,4570,4796,632,683,739,754,754,322,343,392,418,441,159,175,189,247,289,868,899,900,940,1293,1553,1793,1796,1834,2267,1063,1261,1468,1578,1631,1408,1473,1511,2192,2528,13,16,20,21,25
19,744865,750179,766223,779223,782342,0,0,0,0,0,373313,375328,384063,390128,391579,371552,374851,382160,389095,390763,82241,87430,87745,99229,109502,40139,40388,41069,41412,42099,33692,36187,36363,36525,38032,41131,44112,45040,45228,47195,3503,3507,3597,4729,5039,2623,2814,3056,3323,3348,662,668,736,759,783,1086,1315,1496,1580,1623,316,375,397,426,435,1453,1471,1582,2073,2491,4540,4692,4777,5713,6210,157363,160943,174045,186421,188674,32270,32868,33844,34964,36070,20456,21289,21355,22010,23262,3,3,3,3,3,746281,752065,767553,779523,782812,9698,10810,10819,12638,12830,3503,3507,3597,4729,5039,662,668,736,759,783,316,375,397,426,435,176,179,186,253,277,833,878,895,969,1273,1569,1802,1822,1901,2151,1086,1315,1496,1580,1623,1453,1471,1582,2073,2491,7,8,11,20,20
20,743254,748392,765257,778869,781717,0,0,0,0,0,372534,374434,383565,390016,391336,370720,373958,381692,388853,390381,84759,89914,90560,102565,113251,39946,40176,40913,41250,41965,33268,35871,36023,36204,37774,40845,43956,44939,45100,47187,3542,3563,3896,4612,4998,2636,2876,2936,3344,3447,615,636,705,740,751,1126,1243,1447,1546,1634,321,374,378,384,440,1427,1488,1548,2110,2490,4552,4625,5031,5569,6178,158847,162254,176093,189125,191005,31628,32250,33228,34443,35549,20095,20958,21025,21701,23012,3,3,3,3,3,744865,750179,766223,779223,782342,9854,10884,10966,12720,12842,3542,3563,3896,4612,4998,615,636,705,740,751,321,374,378,384,440,155,176,188,244,270,873,886,976,1002,1365,1595,1735,1784,1815,2175,1126,1243,1447,1546,1634,1427,1488,1548,2110,2490,12,12,16,16,17
21,741745,746768,764048,778635,781371,0,0,0,0,0,371689,373592,382940,389886,391188,370056,373176,381108,388749,390183,87337,92604,93317,106172,117095,39757,39998,40739,41093,41852,32851,35532,35704,35906,37536,40548,43822,44786,45024,47180,3612,3676,3791,4830,5075,2493,2780,2942,3308,3397,593,629,639,691,720,1092,1300,1410,1473,1645,309,319,367,403,432,1443,1466,1507,2208,2544,4560,4682,4885,5732,6227,160276,163505,178098,191673,193178,31063,31666,32679,33943,35069,19733,20646,20697,21432,22767,3,3,3,3,3,743254,748392,765257,778869,781717,9875,10891,11028,12710,12749,3612,3676,3791,4830,5075,593,629,639,691,720,309,319,367,403,432,170,178,181,244,256,823,851,911,984,1293,1500,1748,1771,1780,2230,1092,1300,1410,1473,1645,1443,1466,1507,2208,2544,12,12,15,17,26
22,740272,745258,763124,778255,780822,0,0,0,0,0,370967,372874,382463,389650,390884,369305,372384,380661,388605,389938,89970,95161,96175,109770,120907,39549,39807,40591,40883,41695,32448,35185,35376,35622,37310,40286,43721,44732,45014,47220,3591,3715,3901,4856,5083,2589,2767,2865,3247,3338,563,666,675,722,725,1113,1302,1461,1578,1636,316,354,360,364,389,1413,1467,1543,2229,2568,4620,4741,4990,5735,6194,161549,164671,180098,193964,195375,30459,31084,32102,33404,34640,19416,20358,20405,21123,22505,3,3,3,3,3,741745,746768,764048,778635,781371,9710,10744,10979,12688,12973,3591,3715,3901,4856,5083,563,666,675,722,725,316,354,360,364,389,181,183,193,274,313,826,856,913,942,1297,1552,1676,1740,1748,2112,1113,1302,1461,1578,1636,1413,1467,1543,2229,2568,6,17,18,20,26
23,739112,743794,762258,778039,780372,0,0,0,0,0,370373,372224,381979,389637,390691,368739,371570,380279,388402,389681,92598,97897,99045,113353,124740,39340,39563,40432,40681,41547,32093,34844,35084,35355,37022,40047,43577,44654,44927,47252,3724,3737,3973,4880,5103,2534,2773,2813,3198,3213,583,590,634,703,706,1119,1215,1456,1519,1665,283,322,323,351,418,1389,1447,1519,2148,2478,4650,4709,5001,5746,6224,162830,165931,181831,196266,197526,29899,30505,31610,32924,34173,19085,20088,20145,20843,22283,3,3,3,3,3,740272,745258,763124,778255,780822,9789,10904,10992,12768,12943,3724,3737,3973,4880,5103,583,590,634,703,706,283,322,323,351,418,152,154,177,256,280,836,854,883,899,1287,1546,1655,1753,1765,2034,1119,1215,1456,1519,1665,1389,1447,1519,2148,2478,6,12,19,20,21
