tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
10,756893,766322,777444,785889,788473,0,0,0,0,0,378979,383648,389307,393543,394834,377914,382674,388137,392346,393668,61556,64127,69457,77171,80792,42002,42316,42521,42779,43298,35990,38780,39545,39937,40489,40180,43659,44680,45259,46337,2846,3082,3540,4344,4802,2801,3093,3507,3894,4989,667,770,837,915,974,1041,1294,1484,1595,1736,333,404,445,497,547,1353,1459,1758,2089,2550,4090,4360,4967,5487,6171,138556,144710,152190,161106,169729,37503,38556,40078,40767,42288,23479,24120,24951,25462,26213,2,2,3,3,3,759547,768948,778911,786987,789396,10608,11023,12147,12612,13978,2846,3082,3540,4344,4802,667,770,837,915,974,333,404,445,497,547,132,147,168,178,205,910,1014,1149,1309,1557,1696,1957,2085,2522,3684,1041,1294,1484,1595,1736,1353,1459,1758,2089,2550,13,15,16,18,19
11,754312,763844,776030,784863,787796,0,0,0,0,0,377680,382453,388604,393063,394485,376632,381391,387426,391800,393311,63483,66340,72036,80524,84589,41810,42139,42350,42641,43206,35315,38258,39062,39478,40055,39823,43584,44709,45333,46503,2938,3208,3698,4455,4887,2833,3114,3496,3842,4916,640,755,822,928,1005,1027,1280,1485,1609,1745,316,377,432,478,511,1392,1528,1815,2121,2612,4188,4486,5079,5575,6248,140252,146861,154881,164625,173475,36561,37710,39313,40066,41686,23018,23685,24573,25120,25920,2,2,3,3,3,756893,766322,777444,785889,788473,10350,10770,12089,12386,13882,2938,3208,3698,4455,4887,640,755,822,928,1005,316,377,432,478,511,174,189,217,225,257,929,1028,1153,1307,1555,1620,1919,2027,2390,3549,1027,1280,1485,1609,1745,1392,1528,1815,2121,2612,10,13,15,17,22
12,751759,761330,774519,783727,786997,0,0,0,0,0,376491,381195,387859,392511,394091,375268,380135,386660,391216,392906,65533,68636,74637,83906,88434,41625,41965,42194,42513,43118,34728,37825,38686,39121,39736,39448,43478,44677,45354,46629,3018,3245,3768,4435,4910,2761,3091,3437,3813,4848,640,736,799,891,951,1103,1372,1582,1714,1835,296,346,411,455,499,1346,1490,1764,2058,2557,4164,4451,5009,5506,6214,142009,149052,157527,168094,177185,35693,36916,38599,39398,41099,22575,23274,24216,24799,25646,3,3,3,3,3,754312,763844,776030,784863,787796,10508,10894,12153,12511,13937,3018,3245,3768,4435,4910,640,736,799,891,951,296,346,411,455,499,140,160,186,201,222,884,990,1112,1265,1492,1643,1942,2076,2442,3537,1103,1372,1582,1714,1835,1346,1490,1764,2058,2557,14,18,19,20,23
13,749555,758980,773168,782735,786357,0,0,0,0,0,375405,379976,387161,391961,393713,374150,379004,386007,390774,392644,67702,71032,77301,87388,92447,41359,41726,41961,42299,42955,34152,37380,38282,38741,39387,39013,43306,44609,45338,46704,3146,3385,3876,4560,5114,2826,3115,3485,3847,4859,601,707,776,865,948,1085,1313,1521,1627,1775,329,388,431,477,524,1341,1479,1744,2077,2542,4301,4584,5119,5627,6408,143615,151151,159913,171418,180562,34827,36152,37906,38758,40551,22114,22850,23828,24443,25343,3,3,3,3,3,751759,761330,774519,783727,786997,10489,10892,12065,12461,13858,3146,3385,3876,4560,5114,601,707,776,865,948,329,388,431,477,524,144,156,180,199,213,868,972,1095,1257,1498,1735,1992,2104,2485,3564,1085,1313,1521,1627,1775,1341,1479,1744,2077,2542,15,17,20,22,30
14,747485,756725,771942,781787,785759,0,0,0,0,0,374411,378916,386602,391540,393467,373074,377809,385340,390247,392292,69825,73417,79919,90789,96389,41039,41434,41689,42042,42742,33557,36902,37841,38336,39012,38602,43170,44552,45320,46796,3160,3425,3906,4547,5115,2717,2970,3355,3687,4650,616,715,784,858,927,1060,1313,1543,1651,1791,304,357,393,453,489,1378,1525,1819,2122,2585,4288,4589,5116,5637,6392,145244,153321,162335,174649,183822,33974,35393,37200,38112,39990,21690,22455,23488,24124,25067,3,3,3,3,3,749555,758980,773168,782735,786357,10523,10989,12246,12544,14108,3160,3425,3906,4547,5115,616,715,784,858,927,304,357,393,453,489,161,183,209,217,241,847,938,1090,1252,1471,1597,1858,1982,2324,3348,1060,1313,1543,1651,1791,1378,1525,1819,2122,2585,12,14,16,17,21
15,745395,754346,770567,780700,784986,0,0,0,0,0,373305,377788,385932,391049,393121,372090,376592,384635,389651,391865,71900,75724,82501,94179,100294,40861,41286,41559,41923,42665,33005,36506,37471,37970,38686,38184,43041,44499,45323,46907,3083,3318,3841,4495,5046,2737,3038,3360,3753,4654,624,718,771,845,905,1096,1364,1601,1699,1835,300,358,412,458,485,1347,1479,1742,2043,2481,4194,4470,5033,5556,6315,146915,155433,165001,177784,187002,33165,34658,36518,37472,39433,21265,22049,23122,23800,24794,3,3,3,3,3,747485,756725,771942,781787,785759,10466,10836,12122,12471,13937,3083,3318,3841,4495,5046,624,718,771,845,905,300,358,412,458,485,180,203,227,235,258,902,991,1104,1250,1473,1569,1846,1962,2324,3302,1096,1364,1601,1699,1835,1347,1479,1742,2043,2481,16,18,20,22,26
16,743800,752398,769662,779942,784658,0,0,0,0,0,372428,376813,385341,390633,392929,371372,375633,384286,389309,391729,74214,78279,85326,97831,104475,40557,41019,41320,41697,42471,32515,36157,37164,37661,38405,37757,42892,44439,45315,47000,3307,3565,4140,4803,5344,2716,2977,3327,3650,4554,597,713,761,824,855,1024,1299,1503,1607,1742,293,341,384,443,496,1321,1469,1755,2062,2562,4380,4669,5295,5875,6580,148268,157343,167440,180661,189801,32418,33959,35856,36851,38912,20835,21661,22785,23495,24525,3,3,3,3,3,745395,754346,770567,780700,784986,10440,10814,12053,12381,13835,3307,3565,4140,4803,5344,597,713,761,824,855,293,341,384,443,496,186,211,236,251,273,861,946,1094,1250,1469,1573,1824,1934,2253,3191,1024,1299,1503,1607,1742,1321,1469,1755,2062,2562,14,15,17,20,24
17,742254,750369,768431,779210,784173,0,0,0,0,0,371732,375822,384933,390304,392747,370522,374547,383612,388906,391426,76585,80898,88180,101364,108653,40267,40749,41065,41460,42273,31982,35745,36773,37298,38067,37389,42753,44413,45343,47116,3408,3642,4185,4823,5362,2771,3043,3377,3734,4528,587,701,744,824,845,1059,1318,1567,1662,1808,300,351,391,434,474,1367,1505,1789,2090,2574,4478,4779,5348,5915,6590,149510,159075,169675,183351,193102,31669,33263,35191,36234,38391,20448,21302,22448,23188,24257,3,3,3,3,3,743800,752398,769662,779942,784658,10496,10877,12252,12513,13996,3408,3642,4185,4823,5362,587,701,744,824,845,300,351,391,434,474,188,211,241,256,276,867,979,1103,1266,1461,1592,1861,1974,2287,3127,1059,1318,1567,1662,1808,1367,1505,1789,2090,2574,8,12,15,17,20
18,740526,748693,767841,778898,784002,0,0,0,0,0,370887,375090,384718,390201,392766,369639,373619,383123,388659,391236,79062,83604,91184,105115,112930,40096,40602,40929,41344,42189,31481,35364,36426,36964,37755,37001,42650,44382,45377,47229,3488,3722,4270,4897,5444,2705,2904,3263,3570,4448,572,678,735,803,846,1026,1262,1501,1613,1745,309,353,404,457,486,1309,1434,1711,2014,2482,4555,4831,5416,5919,6680,150768,160760,171972,186018,196429,30946,32612,34562,35665,37909,20036,20908,22101,22881,23981,3,3,3,3,3,742254,750369,768431,779210,784173,10700,11098,12357,12771,14110,3488,3722,4270,4897,5444,572,678,735,803,846,309,353,404,457,486,157,187,215,229,251,834,934,1081,1225,1458,1576,1796,1911,2199,3088,1026,1262,1501,1613,1745,1309,1434,1711,2014,2482,12,15,16,17,20
19,738258,746868,767150,778223,783733,0,0,0,0,0,369736,374138,384334,389820,392619,368522,372730,382816,388403,391114,81468,86276,94056,108756,117193,39865,40386,40728,41159,42052,31006,34959,36047,36614,37423,36564,42504,44302,45354,47320,3485,3708,4271,4882,5504,2689,2954,3322,3625,4383,618,686,718,796,842,1023,1265,1479,1574,1729,270,321,359,404,440,1350,1485,1771,2084,2512,4532,4823,5380,5932,6676,151866,162276,174029,188418,199521,30215,31957,33933,35079,37373,19683,20570,21802,22609,23747,3,3,3,3,3,740526,748693,767841,778898,784002,10534,10881,12229,12518,13950,3485,3708,4271,4882,5504,618,686,718,796,842,270,321,359,404,440,171,191,230,254,277,843,939,1088,1251,1482,1555,1796,1935,2229,3031,1023,1265,1479,1574,1729,1350,1485,1771,2084,2512,9,10,11,13,19
20,736025,745128,766556,777588,783595,0,0,0,0,0,368617,373256,384013,389449,392552,367408,371872,382510,388139,391043,83998,89068,97040,112512,121561,39602,40147,40522,40955,41891,30515,34576,35680,36282,37101,36162,42304,44185,45291,47378,3548,3803,4324,4956,5577,2702,2979,3327,3595,4321,555,624,687,753,798,1025,1296,1539,1627,1766,313,353,376,426,472,1293,1397,1695,1995,2477,4560,4886,5417,5964,6721,152837,163835,176013,190806,202631,29558,31369,33365,34578,36921,19293,20211,21477,22299,23464,3,3,3,3,3,738258,746868,767150,778223,783733,10590,11064,12199,12578,14043,3548,3803,4324,4956,5577,555,624,687,753,798,313,353,376,426,472,152,180,215,225,261,853,948,1065,1247,1487,1588,1843,1957,2237,3020,1025,1296,1539,1627,1766,1293,1397,1695,1995,2477,13,17,19,22,24
21,734012,743567,766021,776946,783416,0,0,0,0,0,367632,372506,383729,389206,392509,366380,371061,382283,387797,390907,86646,91958,100122,116345,125973,39432,39994,40350,40826,41787,30079,34246,35360,35959,36777,35721,42103,44080,45243,47419,3613,3864,4440,5026,5611,2668,2890,3202,3508,4278,545,642,695,745,777,1101,1350,1606,1724,1885,281,321,362,396,427,1274,1406,1657,1924,2487,4615,4923,5495,5995,6727,153789,165243,177916,193056,205601,28914,30810,32798,34067,36477,18970,19906,21189,22026,23225,3,3,3,3,3,736025,745128,766556,777588,783595,10560,10953,12157,12574,14036,3613,3864,4440,5026,5611,545,642,695,745,777,281,321,362,396,427,161,190,220,234,259,877,976,1102,1261,1485,1497,1716,1842,2106,2894,1101,1350,1606,1724,1885,1274,1406,1657,1924,2487,16,19,22,24,30
22,732113,742097,765589,776489,783319,0,0,0,0,0,366677,371773,383503,389000,392480,365436,370324,382056,387539,390839,89278,94852,103173,120134,130345,39202,39781,40152,40632,41632,29730,33949,35088,35691,36533,35365,41982,44027,45239,47492,3614,3891,4469,5055,5645,2648,2874,3214,3477,4181,581,672,708,784,809,1064,1303,1522,1641,1774,315,346,371,409,433,1302,1413,1706,1984,2416,4680,5020,5593,6079,6802,154703,166653,179790,195254,208369,28256,30205,32217,33533,36012,18625,19576,20887,21732,22950,3,3,3,3,3,734012,743567,766021,776946,783416,10647,10952,12181,12615,13958,3614,3891,4469,5055,5645,581,672,708,784,809,315,346,371,409,433,183,219,247,259,303,842,927,1061,1242,1461,1518,1713,1824,2105,2819,1064,1303,1522,1641,1774,1302,1413,1706,1984,2416,9,11,14,16,17
23,730050,740501,765011,775911,783097,0,0,0,0,0,365600,370909,383195,388672,392297,364450,369592,381816,387239,390800,91754,97588,106325,123843,134650,38937,39554,39925,40438,41470,29376,33671,34846,35462,36315,34956,41809,43971,45229,47558,3532,3769,4401,5006,5592,2629,2842,3143,3444,4154,628,685,711,767,796,1095,1300,1574,1668,1823,280,326,350,386,412,1370,1499,1764,2047,2514,4576,4871,5481,6013,6729,155723,168094,181709,197483,211322,27578,29589,31613,32950,35474,18291,19269,20608,21455,22712,3,3,3,3,3,732113,742097,765589,776489,783319,10646,11034,12170,12624,13998,3532,3769,4401,5006,5592,628,685,711,767,796,280,326,350,386,412,205,237,272,288,323,841,915,1041,1193,1409,1496,1662,1785,2035,2773,1095,1300,1574,1668,1823,1370,1499,1764,2047,2514,9,14,17,20,26
