tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
10,763031,768481,784686,784686,788492,0,0,0,0,0,382363,384683,392834,392834,394696,380668,383798,391852,391852,393796,62017,66204,70423,70423,77070,42156,42276,42706,42706,43264,37956,39537,39747,39747,40737,42985,44560,45169,45169,46296,2964,3088,4014,4014,4354,2626,3012,3476,3476,3767,723,802,851,851,894,1106,1316,1496,1496,1511,346,421,446,446,544,1396,1563,2160,2160,2514,4187,4385,5083,5083,5792,141504,145164,159025,159025,161965,39328,40096,40832,40832,41452,24139,24780,25127,25127,25955,2,2,3,3,3,765545,770829,785577,785577,789235,9792,10673,12528,12528,12567,2964,3088,4014,4014,4354,723,802,851,851,894,346,421,446,446,544,140,153,208,208,234,857,867,1004,1004,1356,1629,1912,1992,1992,2529,1106,1316,1496,1496,1511,1396,1563,2160,2160,2514,10,19,27,27,28
11,760435,766162,783977,783977,787666,0,0,0,0,0,381004,383460,392557,392557,394324,379431,382702,391420,391420,393342,64056,68448,73306,73306,80445,41975,42101,42595,42595,43152,37374,39140,39330,39330,40358,42834,44504,45203,45203,46466,3083,3219,4015,4015,4505,2691,2976,3586,3586,3672,658,778,818,818,928,1094,1311,1459,1459,1496,367,400,417,417,460,1438,1592,2130,2130,2653,4318,4397,5040,5040,5893,143333,147235,162369,162369,165475,38470,39371,40091,40091,40835,23716,24407,24741,24741,25619,2,3,3,3,3,763031,768481,784686,784686,788492,9513,10722,12475,12475,12680,3083,3219,4015,4015,4505,658,778,818,818,928,367,400,417,417,460,145,155,201,201,242,876,899,991,991,1435,1670,1922,1950,1950,2439,1094,1311,1459,1459,1496,1438,1592,2130,2130,2653,11,11,20,20,23
12,758266,763933,783095,783095,786967,0,0,0,0,0,379979,382353,392076,392076,393991,378287,381580,391019,391019,392976,66136,70648,76314,76314,83921,41793,41915,42395,42395,43038,36894,38767,38918,38918,40071,42654,44495,45193,45193,46626,3082,3149,4097,4097,4539,2613,2984,3436,3436,3541,734,755,815,815,817,1096,1322,1491,1491,1514,367,427,449,449,513,1405,1566,2251,2251,2504,4264,4415,5198,5198,5867,145327,149189,165816,165816,168918,37725,38604,39405,39405,40173,23242,23988,24353,24353,25276,2,3,3,3,3,760435,766162,783977,783977,787666,9620,10955,12495,12495,12676,3082,3149,4097,4097,4539,734,755,815,815,817,367,427,449,449,513,146,167,211,211,249,848,915,930,930,1342,1619,1883,1902,1902,2362,1096,1322,1491,1491,1514,1405,1566,2251,2251,2504,9,9,27,27,32
13,756009,761719,782302,782302,786073,0,0,0,0,0,378844,381126,391711,391711,393640,377165,380593,390591,390591,392433,68220,72880,79399,79399,87482,41562,41710,42194,42194,42865,36431,38368,38584,38584,39794,42448,44452,45187,45187,46681,3111,3174,4214,4214,4653,2670,3018,3447,3447,3605,721,765,770,770,854,1100,1342,1457,1457,1587,341,424,444,444,491,1512,1610,2186,2186,2586,4300,4388,5276,5276,5998,147187,151136,169091,169091,171968,36959,37888,38712,38712,39522,22812,23570,23964,23964,24968,3,3,3,3,3,758266,763933,783095,783095,786967,9529,10757,12565,12565,12616,3111,3174,4214,4214,4653,721,765,770,770,854,341,424,444,444,491,157,164,234,234,274,881,890,978,978,1387,1616,1826,1980,1980,2353,1100,1342,1457,1457,1587,1512,1610,2186,2186,2586,13,24,25,25,26
14,753831,759552,781672,781672,785304,0,0,0,0,0,377713,380020,391426,391426,393307,376118,379532,390246,390246,391997,70459,75233,82529,82529,91051,41285,41463,42011,42011,42683,35958,37950,38195,38195,39459,42223,44432,45129,45129,46787,3260,3342,4303,4303,4710,2627,2974,3460,3460,3567,673,712,757,757,825,1150,1352,1479,1479,1509,360,403,433,433,485,1524,1573,2197,2197,2595,4375,4532,5336,5336,6020,149027,153081,172228,172228,175059,36220,37206,38079,38079,38937,22377,23162,23599,23599,24659,3,3,3,3,3,756009,761719,782302,782302,786073,9670,10814,12789,12789,12809,3260,3342,4303,4303,4710,673,712,757,757,825,360,403,433,433,485,166,176,244,244,259,866,905,983,983,1353,1595,1863,1893,1893,2325,1150,1352,1479,1479,1509,1524,1573,2197,2197,2595,8,17,21,21,25
15,751822,757702,781101,781101,784690,0,0,0,0,0,376688,379144,391117,391117,392864,375134,378558,389984,389984,391826,72768,77679,85864,85864,94758,41133,41315,41896,41896,42617,35453,37561,37844,37844,39144,41982,44361,45193,45193,46899,3290,3364,4463,4463,4824,2567,2860,3333,3333,3573,666,774,778,778,807,1124,1302,1473,1473,1576,303,395,416,416,455,1477,1507,2221,2221,2566,4463,4554,5432,5432,6086,150860,154757,175346,175346,177986,35512,36501,37386,37386,38362,21973,22781,23253,23253,24389,3,3,3,3,3,753831,759552,781672,781672,785304,9833,10917,12670,12670,12850,3290,3364,4463,4463,4824,666,774,778,778,807,303,395,416,416,455,148,154,234,234,254,821,846,973,973,1274,1598,1825,1860,1860,2346,1124,1302,1473,1473,1576,1477,1507,2221,2221,2566,15,17,23,23,27
16,749841,755667,780517,780517,784010,0,0,0,0,0,375734,378208,390781,390781,392408,374107,377459,389736,389736,391602,75047,80099,89058,89058,98356,40860,41071,41705,41705,42468,35013,37252,37531,37531,38863,41761,44294,45234,45234,46978,3295,3398,4381,4381,4751,2565,2827,3475,3475,3481,712,716,735,735,778,1163,1328,1399,1399,1552,330,351,418,418,422,1484,1542,2156,2156,2595,4381,4532,5423,5423,5951,152515,156508,178246,178246,180921,34828,35863,36723,36723,37734,21612,22400,22948,22948,24100,3,3,3,3,3,751822,757702,781101,781101,784690,9722,10776,12743,12743,12873,3295,3398,4381,4381,4751,712,716,735,735,778,330,351,418,418,422,165,176,247,247,251,826,828,986,986,1410,1572,1818,1825,1825,2244,1163,1328,1399,1399,1552,1484,1542,2156,2156,2595,10,16,17,17,30
17,748021,753885,780179,780179,783280,0,0,0,0,0,374783,377273,390580,390580,392092,373238,376612,389599,389599,391188,77395,82455,92420,92420,102093,40564,40800,41430,41430,42314,34545,36899,37122,37122,38497,41559,44262,45251,45251,47063,3373,3375,4581,4581,4910,2651,2771,3345,3345,3566,649,704,745,745,809,1131,1269,1426,1426,1526,340,401,406,406,462,1469,1494,2222,2222,2555,4483,4521,5570,5570,6181,154243,157969,181134,181134,183603,34124,35189,36121,36121,37183,21209,22037,22595,22595,23803,3,3,3,3,3,749841,755667,780517,780517,784010,9744,10797,12486,12486,12827,3373,3375,4581,4581,4910,649,704,745,745,809,340,401,406,406,462,145,184,249,249,290,828,852,903,903,1261,1654,1759,1835,1835,2373,1131,1269,1426,1426,1526,1469,1494,2222,2222,2555,9,17,20,20,21
18,746281,752065,779523,779523,782812,0,0,0,0,0,374000,376317,390237,390237,391781,372281,375748,389286,389286,391031,79828,84932,95794,95794,105674,40372,40629,41304,41304,42215,34113,36574,36738,36738,38278,41331,44208,45254,45254,47132,3458,3490,4570,4570,4796,2612,2877,3336,3336,3496,632,683,739,739,754,1063,1261,1468,1468,1578,322,343,418,418,441,1408,1511,2192,2192,2528,4495,4615,5545,5545,5991,155908,159506,183765,183765,186274,33486,34531,35532,35532,36644,20838,21666,22323,22323,23516,3,3,3,3,3,748021,753885,780179,780179,783280,9772,10748,12700,12700,12960,3458,3490,4570,4570,4796,632,683,739,739,754,322,343,418,418,441,159,175,247,247,289,868,900,940,940,1293,1553,1796,1834,1834,2267,1063,1261,1468,1468,1578,1408,1511,2192,2192,2528,13,20,21,21,25
19,744865,750179,779223,779223,782342,0,0,0,0,0,373313,375328,390128,390128,391579,371552,374851,389095,389095,390763,82241,87430,99229,99229,109502,40139,40388,41069,41069,42099,33692,36187,36363,36363,38032,41131,44112,45228,45228,47195,3503,3507,4729,4729,5039,2623,2814,3323,3323,3348,662,668,736,736,759,1086,1315,1496,1496,1623,316,375,426,426,435,1453,1582,2073,2073,2491,4540,4692,5713,5713,6210,157363,160943,186421,186421,188674,32868,33844,34964,34964,36070,20456,21289,22010,22010,23262,3,3,3,3,3,746281,752065,779523,779523,782812,9698,10810,12638,12638,12830,3503,3507,4729,4729,5039,662,668,736,736,759,316,375,426,426,435,176,179,253,253,277,833,878,895,895,1273,1569,1802,1822,1822,2151,1086,1315,1496,1496,1623,1453,1582,2073,2073,2491,7,8,11,11,20
20,743254,748392,778869,778869,781717,0,0,0,0,0,372534,374434,390016,390016,391336,370720,373958,388853,388853,390381,84759,89914,102565,102565,113251,39946,40176,40913,40913,41965,33268,35871,36023,36023,37774,40845,43956,45100,45100,47187,3542,3563,4612,4612,4998,2636,2876,3344,3344,3447,615,636,705,705,740,1126,1243,1447,1447,1546,321,374,378,378,440,1488,1548,2110,2110,2490,4552,4625,5569,5569,6178,158847,162254,189125,189125,191005,32250,33228,34443,34443,35549,20095,20958,21701,21701,23012,3,3,3,3,3,744865,750179,779223,779223,782342,9854,10966,12720,12720,12842,3542,3563,4612,4612,4998,615,636,705,705,740,321,374,378,378,440,155,188,244,244,270,873,886,1002,1002,1365,1595,1735,1815,1815,2175,1126,1243,1447,1447,1546,1488,1548,2110,2110,2490,12,16,16,16,17
21,741745,746768,778635,778635,781371,0,0,0,0,0,371689,373592,389886,389886,391188,370056,373176,388749,388749,390183,87337,92604,106172,106172,117095,39757,39998,40739,40739,41852,32851,35532,35704,35704,37536,40548,43822,45024,45024,47180,3612,3676,4830,4830,5075,2493,2780,3308,3308,3397,593,629,639,639,720,1092,1300,1410,1410,1473,309,319,367,367,432,1443,1466,2208,2208,2544,4560,4682,5732,5732,6227,160276,163505,191673,191673,193178,31666,32679,33943,33943,35069,19733,20646,21432,21432,22767,3,3,3,3,3,743254,748392,778869,778869,781717,9875,10891,12710,12710,12749,3612,3676,4830,4830,5075,593,629,639,639,720,309,319,367,367,432,170,181,244,244,256,823,851,911,911,1293,1500,1748,1771,1771,2230,1092,1300,1410,1410,1473,1443,1466,2208,2208,2544,12,15,17,17,26
22,740272,745258,778255,778255,780822,0,0,0,0,0,370967,372874,389650,389650,390884,369305,372384,388605,388605,389938,89970,95161,109770,109770,120907,39549,39807,40591,40591,41695,32448,35185,35376,35376,37310,40286,43721,45014,45014,47220,3591,3715,4856,4856,5083,2589,2767,3247,3247,3338,563,666,675,675,722,1113,1302,1461,1461,1578,316,354,360,360,389,1467,1543,2229,2229,2568,4620,4741,5735,5735,6194,161549,164671,193964,193964,195375,31084,32102,33404,33404,34640,19416,20358,21123,21123,22505,3,3,3,3,3,741745,746768,778635,778635,781371,9710,10744,12688,12688,12973,3591,3715,4856,4856,5083,563,666,675,675,722,316,354,360,360,389,181,193,274,274,313,826,856,913,913,1297,1552,1676,1748,1748,2112,1113,1302,1461,1461,1578,1467,1543,2229,2229,2568,6,18,20,20,26
23,739112,743794,778039,778039,780372,0,0,0,0,0,370373,372224,389637,389637,390691,368739,371570,388402,388402,389681,92598,97897,113353,113353,124740,39340,39563,40432,40432,41547,32093,34844,35084,35084,37022,40047,43577,44927,44927,47252,3724,3737,4880,4880,5103,2534,2773,3198,3198,3213,583,590,634,634,703,1119,1215,1456,1456,1519,283,323,351,351,418,1447,1519,2148,2148,2478,4650,4709,5746,5746,6224,162830,165931,196266,196266,197526,30505,31610,32924,32924,34173,19085,20088,20843,20843,22283,3,3,3,3,3,740272,745258,778255,778255,780822,9789,10992,12768,12768,12943,3724,3737,4880,4880,5103,583,590,634,634,703,283,323,351,351,418,152,154,256,256,280,836,854,899,899,1287,1546,1655,1765,1765,2034,1119,1215,1456,1456,1519,1447,1519,2148,2148,2478,12,19,20,20,21
