k,beta,gamma,peak_I,peak_tick
562,0.6844257322850612,0.09549035763062881,2350,49
563,1.0930022517169276,0.08615856018944831,3015,34
564,0.7590394176230909,0.08749442950202835,2698,44
565,0.767699224319929,0.10028044441079609,2428,43
566,0.6138140509756181,0.09904118282681779,2269,49
567,1.0083197818008092,0.11336864616035253,2688,34
568,0.699917494397831,0.13072619677440656,1588,49
569,0.6248185382046391,0.09605244117765908,2121,47
570,0.9166675498000619,0.08846879454369988,2680,37
571,1.3685801327799532,0.06742070208096507,3481,26
572,0.8141275685305255,0.11909917891000563,2140,45
573,0.9267320265130773,0.0944040473302048,2544,38
574,0.5442507359986267,0.10148902591656378,1639,49
575,0.7739839604047248,0.11660749590930382,2251,41
576,0.7314076606035198,0.07824866426284298,2384,49
577,0.8584424629389424,0.104842121019433,2295,38
578,0.8020003135360771,0.10882910209633676,2135,42
579,1.0380943676770964,0.06479296578870926,3263,35
580,0.7918053689579209,0.07295616258735858,2781,41
581,0.7384955400005,0.12546617630628698,1967,45
582,0.8583146567996647,0.08099663211862249,2771,39
583,1.0408030541037634,0.13164434050083082,2135,32
584,0.786279746056042,0.12411321497363301,1931,43
585,1.0092847449302003,0.13145733517518848,2250,33
586,0.819083375292294,0.10207754916259552,2700,36
587,0.4479368723093214,0.1476973880737259,650,49
588,0.883492227728045,0.13324607087202694,1752,35
589,0.7136943615151432,0.0882637078476668,2494,49
590,0.8630682098275932,0.10055128698747862,2362,40
591,0.6293321576145325,0.10805303617416187,2161,47
592,0.8558552648886621,0.07784983634180785,2903,41
593,1.3737953000529317,0.07967208661389524,3325,23
594,0.9933377058803653,0.11650017293318415,2457,38
595,0.8050107629094604,0.0451134280669903,3492,44
596,1.3904885537130374,0.11514720089779512,3159,24
597,0.87947399213096,0.1187093825710288,2301,37
598,0.5520045832845825,0.11299319441419936,1548,49
599,0.9080872298373924,0.07458691736566055,2877,40
600,0.8768921929580177,0.15723243800556086,1836,37
601,0.5143542732194056,0.08174966854983662,1717,49
602,0.7166446913257596,0.15977309902455236,1415,44
603,0.9428527261042077,0.10211572453894863,2604,34
604,0.8672187692174146,0.13662383539420117,2086,37
605,0.638826936660371,0.08318872802219394,2115,49
606,0.7495981559405276,0.112118219887593,2236,44
607,0.9280692553198504,0.11569342139652496,2541,38
608,0.4968355188371148,0.08305460074787496,1881,49
609,0.9785067864351057,0.1236559926416455,2091,38
610,0.7763950377230723,0.08900850532295798,2612,43
611,0.6178434596662021,0.12204370815671625,1620,49
612,0.8812852019138941,0.10906256419690105,2391,38
613,0.6966982064297412,0.12060695551449735,1994,45
614,0.8962535182357019,0.07162909338538477,3038,38
615,0.6593086222085578,0.07546751725281942,2240,49
616,0.9861319180159812,0.07323573612489846,3081,40
617,0.8485220492901782,0.07287057547595902,2910,39
618,1.0743244074079186,0.08153646021746322,3043,33
619,0.5718020918452636,0.11298007261008687,1801,48
620,1.1617389807441798,0.13870422175923944,2348,32
621,0.9325651379194904,0.14717658985273155,2025,38
622,1.1196459951392945,0.12329128505220847,2593,27
623,0.5959823717005144,0.06691185006903955,2177,49
624,0.6395294790798468,0.10015462701200142,2083,49
625,0.8078402084555156,0.07702960268644936,2806,39
626,1.0985061203182815,0.10681785030834669,2668,35
627,0.8345973817564769,0.08737016943542086,2760,39
628,0.735392750190655,0.1281106461185671,1958,44
629,0.867872301964707,0.10016987861837397,2499,38
630,1.0015926333278273,0.07921963107080421,2930,39
631,0.6322207488035257,0.14595299027460237,1578,49
632,0.8828647744547397,0.06256727516084876,3061,40
633,1.0701181840882106,0.10443113765353194,2779,31
634,0.7997734616639404,0.0985434976121002,2406,46
635,1.1259521231393659,0.07165737872215346,3145,32
636,0.45819352680647135,0.1584961800682785,692,49
637,0.699669568851214,0.10955305361191209,1979,44
638,0.9292739601319064,0.09378631042683588,2650,37
639,0.5170078765106418,0.10730375034156275,1254,49
640,0.8875040016524887,0.07415684016935042,2962,41
641,0.65390936431219,0.09549504891052843,2154,49
642,0.7166510166300046,0.07545404434323116,2620,49
643,1.0029629378586986,0.09938032555041307,2642,34
644,0.4893319411048308,0.08978260833003887,1425,49
645,0.9211635593023408,0.09606829335129913,2659,34
646,1.3393999999915889,0.07284067727140318,3460,29
647,0.8551605650927984,0.11124997525386329,2561,39
648,0.547665755413921,0.06825424109811501,2290,49
649,0.6085267080687942,0.10819186018242266,1768,49
650,0.8080724517993549,0.08253076043754651,2594,42
651,0.6519214950326334,0.07480074316962354,2412,49
652,1.2211732673646212,0.08394731937318667,3278,28
653,0.5630245167380417,0.08278792855334963,2091,49
654,0.8104102504504813,0.08127189771848922,2819,40
655,0.8032647735384548,0.06900688319283238,2660,48
656,0.8242088228308895,0.08523088093678632,2699,46
657,1.0951327117635934,0.07880142311174308,3119,35
658,0.6222118637055908,0.1453966572809626,1435,48
659,1.0098164241302785,0.1157262169043307,2283,31
660,0.5109890438819468,0.0813442022549265,1471,49
661,0.9079967081107082,0.09657528359609405,2617,39
662,0.6826310637905268,0.09396500838614931,2073,48
663,0.6884648270504873,0.18450955774958805,1371,45
664,0.7442172145693906,0.13015977964428882,1819,47
665,0.8649896595302993,0.12463563741820884,2261,36
666,0.6826152711328572,0.12864827855177036,1892,45
667,0.7260087395699921,0.08673961461540472,2519,44
668,1.855793124204839,0.13087754731122517,3045,17
669,0.7394102112191663,0.09275729974870714,2486,48
670,0.5743584901561859,0.13073527417573166,1494,48
671,1.4035649018971723,0.11644187417053775,3054,25
672,1.0095553837910773,0.10974573656938724,2448,33
673,1.1727615675178877,0.09113533753198737,3053,33
674,0.837696286880291,0.08320969060477425,2649,38
675,0.6433450221910956,0.10892781253933981,1987,49
676,0.768129345361211,0.09245177687612671,2415,44
677,1.0337923963961662,0.0836812411689464,3036,34
678,0.7008165488809309,0.06305695307273344,2862,45
679,1.1123682741448577,0.08558269924785383,3093,32
680,0.9172426057151254,0.11532852501117236,2430,40
681,0.8395698615782958,0.0917235311130783,2427,38
682,0.7171730012521439,0.10981870555309776,2006,46
683,0.8727739025518869,0.08567365252049862,2815,37
684,0.623688690685664,0.10059907131666702,1661,44
685,0.5942808306300794,0.11729989081131245,1662,49
686,0.6009915429302428,0.0928660158757912,2102,49
687,0.9869159392473723,0.07147232999474341,3036,37
688,0.6943517661341149,0.13297836451727835,1878,47
689,0.9663948381236256,0.09900745759590499,2786,37
690,0.8043527379992106,0.10740058544826606,2336,47
691,0.9373332498573194,0.06367162116243627,3281,38
692,0.9341976440744896,0.09283030259836184,2682,36
693,1.059971022548484,0.07075528786525964,3272,30
694,0.2879649035992638,0.09903303695332785,506,48
695,0.5721798648537546,0.11947647032813977,1509,49
696,0.7397009008191169,0.08357100924178912,2617,45
697,1.0276553407374265,0.12287092255188785,2571,34
698,0.6645469133457194,0.09151346048374032,2363,49
699,0.6944917329256038,0.12233456833709995,2102,45
700,0.9609315177056552,0.10475434097834496,2737,38
701,0.9943914067276602,0.09057862541347321,2855,34
702,0.9762591824308127,0.06641766078812382,3234,35
703,0.9619048458150778,0.07503986646829063,2924,35
704,1.1541410440007078,0.0865302852210453,3158,32
705,0.7721923685733927,0.07605643854649216,2493,42
706,0.5252794689061868,0.09152065187417921,1992,49
707,0.7324464008508864,0.0878976876208653,2505,42
708,0.7766070628270103,0.11683268259094846,2189,36
709,0.5551204634106588,0.06927204090183361,2282,49
710,0.8471967479808379,0.12553069190154686,2025,40
711,0.7087510670857795,0.09503890521080793,2470,48
712,0.835514537341902,0.09772829442681094,2543,39
713,0.917629476663825,0.12564972576306607,2326,34
714,0.6878624963356571,0.07397082930788539,2712,48
715,0.9882078659653633,0.14889061990729555,1977,31
716,0.617815398061301,0.13712780000074068,1426,40
717,0.6752839515474408,0.15664465413498102,1560,45
718,0.6851909936013747,0.13640858136235598,1853,46
719,0.6428616602392503,0.1077107976487158,2016,49
720,0.523330900394524,0.10558817349349729,1635,49
721,0.6248863008992638,0.11829266376844122,1648,49
722,0.9013226811643467,0.14798406841529319,2007,39
723,0.9169497868401487,0.09918169632885884,2653,38
724,0.6258278319330903,0.10332855016490908,2071,49
725,1.1141806880010816,0.07349207688661272,3103,38
726,1.1091140341191343,0.11127128867894324,2586,35
727,0.9468466880463802,0.0607833668774929,3011,41
728,0.643721567035073,0.08721195283684667,2347,49
729,0.7536501910351312,0.12726175853635893,1961,39
730,0.9857501060461246,0.096514224122027,2489,40
731,0.7700468448384439,0.08597885063194102,2509,45
732,1.0114287306157097,0.1011295417835938,2765,34
733,0.6173884879753823,0.10630291857760454,2019,49
734,0.7516837672144547,0.08495145717843991,2646,42
735,0.9435505409868495,0.13361101747091947,2231,31
736,1.2671013634161838,0.10934957522194819,2933,26
737,0.5818162695610685,0.1457426870297997,1057,49
738,0.614644816355084,0.10206264616703163,1983,49
739,0.9187001351678352,0.13157493506174883,2447,38
740,0.5359160384432021,0.08068578370855872,2018,49
741,0.6637342193276374,0.11815191155354729,2023,47
742,0.7671407296938401,0.09977527638480929,2437,42
743,0.6384601222655593,0.0876603140131753,2412,49
744,0.836034400166496,0.12527850248964484,2413,40
745,1.016943722853913,0.11339139260273892,2501,34
746,0.8064329486951873,0.08350678515756804,2751,39
747,1.080390354033237,0.1289005863703389,2600,32
748,0.6764167634526093,0.11412070661561181,1901,45
749,0.441553980517453,0.07865531048097865,1697,49
750,0.5741046826972535,0.10789047975922372,1595,49
751,0.9093545044114404,0.09021392557400645,2706,39
752,0.6891479107104097,0.10027216769070509,2242,46
753,1.0437055512712679,0.13832502823657447,2156,33
754,0.8653541104893812,0.10592074727897934,2475,38
755,1.0088571044658476,0.09153053995607813,2920,36
756,0.8667495635777458,0.05672893748481807,3287,41
757,0.5739356741933042,0.07405945611671405,2279,49
758,0.9755419911353304,0.15285095503486104,1982,31
759,0.8288850860476714,0.09531393872697905,2460,39
760,0.9721167312847991,0.09221794052666257,2843,35
761,0.6358934613270188,0.13349052565894304,1652,48
762,0.9629851591597426,0.07459140233075802,2960,38
763,1.186906728312213,0.09183915981006449,3010,29
764,0.8263742627431209,0.09688470539392238,2660,40
765,0.740061889098637,0.09377190699944563,2549,43
766,0.5958928517208567,0.12365743185791177,1618,49
767,0.8444457565914897,0.11158434596496188,2484,37
768,0.6410607537960212,0.11930703206766687,1890,47
769,1.0890428536992334,0.09076569174931401,2945,30
770,0.5969448042671005,0.0975108530222024,1769,49
771,0.6743696222051304,0.14286234868468947,1627,45
772,0.58750235988776,0.08381059910639774,2178,49
773,0.7565076696708255,0.11423142295537224,2200,41
774,0.48061514552004947,0.09446443850082792,1488,49
775,0.7686736714876572,0.08606721528694669,2517,44
776,0.5983145251332777,0.1485059354332493,1288,49
777,1.0197318304079137,0.15505726455452745,2246,33
778,0.7806296328386977,0.11762167209504786,2290,40
779,0.5215082528630833,0.07223356500629384,1997,49
780,1.3064976975606508,0.07570970977256782,3207,30
781,0.8277958903380879,0.1628416146388263,1735,38
782,1.2020507644062188,0.06721204770533805,3358,30
783,0.6663410183527885,0.1436145278587829,1601,49
784,1.1986341436965664,0.13778395048614517,2549,29
785,0.9446062322329217,0.12472789158026787,2323,38
786,0.5695881180132777,0.13264201489707747,1470,49
787,0.8281494795005084,0.0797953175561603,2895,38
788,0.8344130721130986,0.08669673373148756,2638,41
789,1.1419712205521753,0.0872032545631657,2980,32
790,0.8081015778529683,0.11598947040134346,2319,38
791,1.1337503511778246,0.07450121906097265,3299,30
792,0.8178505801235089,0.10090281563397094,2265,42
793,0.7899486723161862,0.059523919873822946,2923,44
794,0.8970106520328438,0.09901318866545245,2638,40
795,0.9817851634194207,0.1056320006321971,2644,36
796,0.7400564392104817,0.10716166968772167,1973,46
797,0.5538779400716689,0.08633086028602227,1854,49
798,0.5501306387297147,0.07397409926242525,2117,49
799,0.9810592844515467,0.0619282428875288,3176,35
800,0.865946664056334,0.12103671645260303,2292,36
801,0.5622649102214289,0.1244457519397548,1521,49
802,0.5446057930519566,0.10904522419522308,1749,49
803,1.0223237008641017,0.10431105737903709,2680,32
804,0.8529547882938685,0.1311005514221154,2148,38
805,0.9679194914023977,0.0697711704003008,2988,39
806,0.5061105122428643,0.09422290903746566,1601,49
807,1.0494619994626948,0.08565950644712805,3052,34
808,1.0816430423761039,0.07970180905752519,2967,35
809,0.6512873453367937,0.08052373502703825,2269,49
810,0.593835693581176,0.08700751942310954,2116,49
811,0.9532079560489485,0.10069966280032996,2499,37
812,0.9150702184338184,0.07901467759995201,2961,35
813,0.6449032046897619,0.14015801249128412,1484,49
814,0.8058826855722461,0.12237486014172506,2250,42
815,0.6428224780978171,0.1158997908776097,2078,45
816,0.8061028090408959,0.1112403503168474,2380,40
817,1.3009677775682897,0.10203005472344268,3002,27
818,0.5059605724899123,0.0832749114986868,1863,49
819,1.0810939984532824,0.08495751970754024,3151,33
820,1.389345497913288,0.09506179941145679,3070,30
821,0.8390011190754916,0.10048014248389621,2539,41
822,0.7634116624695295,0.15708042238725817,1771,42
823,0.8850977914513651,0.07596936845423637,2983,37
824,0.8153264294686707,0.09518114350889788,2609,39
825,0.6582286156648431,0.13555915570984536,1668,48
826,1.1296296345269399,0.060131299386893704,3389,33
827,0.8030884595877009,0.12823049630629235,1781,40
828,0.8065764976336993,0.1275937953992956,2095,40
829,0.8493841454931632,0.11391079927046031,2016,46
830,0.7647562500901834,0.1774094297803171,1597,39
831,0.6794825731631159,0.07585757501301266,2622,49
832,0.6162449198473858,0.08042790666161016,2467,48
833,0.8641906413046675,0.06781853471778086,3004,42
834,0.8202004744199951,0.08768269617478652,2726,40
835,0.8214795881285396,0.07086613903637988,2788,42
836,0.8097016927641185,0.10036520394865811,2553,37
837,0.8030939220674057,0.13318699504999945,1925,38
838,0.732128898670573,0.0872717458553626,2482,43
839,0.9597642588102108,0.08761846784459863,3027,35
840,1.0030352059690013,0.1386789097206619,2220,33
841,1.3493166616405865,0.10213382942171244,3177,25
842,0.6233357303123496,0.09592749690425298,2229,49
843,0.9368881508185134,0.10094711570362938,2706,36
844,0.4893423333296877,0.08798038541846659,1803,49
845,0.6396899879742746,0.11564301040516275,1821,49
846,1.429113485817246,0.08696853314845464,3339,27
847,0.7556684298598393,0.08021173340922226,2714,43
848,0.8728131310931787,0.13694330440742122,1990,36
849,0.8956012294654134,0.10603336280139668,2468,37
850,0.8245961611312211,0.10161885377952297,2396,39
851,1.0507718064084826,0.10657899383673683,2858,32
852,0.752671095120425,0.07921106131849773,2801,45
853,0.5898542624848324,0.1024479571650937,1952,49
854,0.8851782282116565,0.1498758124325826,1665,31
855,0.4589005227285781,0.12047673046387324,1178,49
856,0.6577843125311578,0.10203625435475532,2026,49
857,1.22656992450315,0.08969048805445007,2977,28
858,0.5657690223758559,0.08854110250385597,2117,49
859,0.8897978799068722,0.08917947805292592,2622,38
860,1.0407940488349965,0.0802106271851977,2942,31
861,0.576451805717675,0.09309949009871295,2053,49
862,1.0643506899641155,0.0768684300775194,2970,33
863,1.1361972376660427,0.08218727709680083,3145,32
864,1.0757406139990364,0.07503248641079618,3262,32
865,0.8309152120166888,0.06293128138920198,3027,41
866,0.9033824481831559,0.0888710801817546,2597,38
867,0.6572870518359994,0.09446158514037051,2153,48
868,0.7498827075697267,0.1329595993887655,1919,44
869,0.5994135752943616,0.07214540712427371,2508,48
870,0.6992013737594429,0.11284680393691178,2138,45
871,0.6655314613762,0.14296733063785624,1727,47
872,0.9840611418460763,0.1280166823359324,2493,34
873,0.5584285505737413,0.07986146060549654,2113,49
874,0.9205665460377475,0.08921440597336319,2512,39
875,0.7360715829792893,0.1148332740853603,2236,46
876,0.6964659714625077,0.10194082685786279,2162,49
877,0.6888294816174683,0.12090749121018336,1687,45
878,0.7552660061571824,0.09829019212588008,2082,46
879,0.609847866098931,0.09746480229924676,2063,49
880,0.8200968485277654,0.1177427279188474,2451,39
881,1.1326948398581214,0.08815542248979127,3057,31
882,0.6013282190675574,0.07033797051118039,2380,49
883,0.5721325043413541,0.09587205305994911,1739,49
884,0.48862473501088033,0.142767227823229,1242,49
885,0.975479937219566,0.059184527528767975,3421,35
886,0.9035887838778272,0.15718084622467038,1800,37
887,1.2495152858892504,0.06289858396141597,3428,29
888,0.5883830552314214,0.07724947177560623,2432,49
889,0.7995343801125612,0.09160600035046049,2488,43
890,0.8216780903624293,0.09573089339945404,2589,38
891,1.3344575118680009,0.09978937741568808,2859,27
892,0.8480333408497494,0.09031706846338042,2762,38
893,0.5763572487787618,0.08133577993288624,1927,49
894,0.631549662461317,0.09340534287994409,2239,49
895,0.9900536922635768,0.07142537621781132,2956,37
896,1.0195867346937133,0.1265955037920245,2428,35
897,0.8992813362175875,0.11923455658429624,2175,40
898,1.026760055574271,0.0779007080439372,3185,33
899,0.779772782278998,0.09960419857192755,2409,42
900,0.9346386295846574,0.1107620682358701,2490,36
901,0.7427365936846727,0.11217944307859744,1944,49
902,0.5933877444677247,0.07401528358951681,2305,49
903,0.6731387626779168,0.10552257411996295,2071,49
904,1.0156348635573946,0.07203335187932004,3313,31
905,0.9228605015913781,0.1238010468111877,2168,35
906,0.8698594651007666,0.14215687909725278,2106,38
907,0.9109947665100688,0.12643026628351142,2249,34
908,0.693019775699474,0.1064501421607679,2134,48
909,1.0349369424979615,0.08162512763268343,3227,33
910,1.017429366110736,0.09891567340452945,2847,36
911,1.1202107227912084,0.12076065478112548,2661,31
912,1.0106018153688137,0.11291967237285126,2445,29
913,1.1178262533359515,0.126358140298997,2659,31
914,0.916133733280688,0.08055603622668775,2959,35
915,0.9769128760057385,0.09660345508647142,2834,33
916,0.7136645860131331,0.11409470023617471,2136,43
917,1.0463541072803908,0.10953958081113448,2764,35
918,0.9401771873137597,0.0761766763148928,2906,34
919,1.0344319151701413,0.08651202567963984,2667,33
920,0.781560495335963,0.09648183555218666,2459,41
921,0.9239300147231009,0.09241862288547234,2480,42
922,0.655459202081897,0.11104918671606147,2017,47
923,0.5769248851671681,0.15137569501779494,1092,48
924,0.7989689328598719,0.1102676450734408,2262,40
925,0.7214853238395065,0.12378851089987827,2080,43
926,0.8909829789747613,0.0803434518685849,2729,37
927,1.0646135815711206,0.07430503234700322,3123,31
928,0.854499300275437,0.06250818673380505,3021,42
929,0.7617900104457437,0.11942800847582541,2209,41
930,0.7883352732590696,0.0823297839347274,2731,40
931,0.8312208989344362,0.08235664108444886,2974,39
932,1.0294554605583872,0.14246035025056009,2209,35
933,1.094433116815936,0.11909608862471344,2776,31
934,0.5725671177657728,0.1355331921504784,1469,48
935,0.954833626031248,0.10797886588360447,2425,39
936,1.104857565727825,0.12874222611734745,2599,30
937,0.9179155679913035,0.09496648375756028,2789,35
938,0.7464327727275191,0.09354733389853206,2520,42
939,0.6651460362829904,0.08472868460281173,2472,46
940,0.6059552278875585,0.10632919268842196,1838,49
941,0.9618739672049514,0.12447132929474977,2520,35
942,0.5587652634257164,0.11331670825683808,1414,49
943,0.9488605808577483,0.09109444275346923,2762,38
944,0.594752390714719,0.10089972530493076,2096,49
945,1.2746704610534194,0.09270697361361421,3092,28
946,0.6123194349766736,0.0873288449513101,2262,49
947,0.6541590221551479,0.12572683860697237,1832,47
948,1.0317753084068324,0.13895140263838626,2204,37
949,0.716399479340566,0.10368104443513798,2165,46
950,1.0961921518765598,0.11947101909188912,2626,34
951,0.6981155686868514,0.1164457060376363,2022,49
952,0.4861491452983206,0.12350006472301733,1118,49
953,0.9407030468081877,0.11632389580044643,2349,33
954,1.1598446198656487,0.10038147147962764,3041,31
955,0.6999489543512665,0.12665711349414863,1823,49
956,0.5779319327673272,0.12093734197726623,1476,49
957,0.4944250195300967,0.11374752820297339,1321,49
958,0.8809734795937784,0.08287130284843519,2850,40
959,1.010350759193835,0.10307612121972502,2442,37
960,0.890212824228165,0.08527599033071079,2575,35
961,0.9299653142333658,0.07875111130107985,3047,36
962,0.5826150487789513,0.09484340347209771,2077,49
963,0.7037888942418153,0.10143483560033678,2264,48
964,0.6901195686515966,0.06802704042045245,2742,48
965,0.59456780323743,0.10780915431648186,1882,49
966,0.6271426379486962,0.08570287583076008,2125,49
967,0.8021454372393073,0.13518629446357847,2048,36
968,0.6783507756186998,0.11965157371800683,1977,44
969,0.5252142093515357,0.14212647743245177,1174,49
970,0.7594756772021485,0.10828263430695007,2075,49
971,0.6309339783152107,0.1334216222173469,1715,49
972,0.6179834491991018,0.09821424542364175,2009,49
973,0.979415870049526,0.1451771428917903,2174,33
974,0.5489522938444118,0.07651081566670823,1920,49
975,0.6011983797964685,0.08466741594794036,2364,49
976,0.8954706852171743,0.12317562931621713,2229,38
977,0.7449383431427545,0.05669604409554206,3038,48
978,0.6799599006141547,0.09574070924122348,2539,45
979,1.2118987898225733,0.08315574130258702,3032,27
980,0.9190056233755273,0.08415942214489536,2760,39
981,1.2950791892491678,0.12193187423440846,2605,28
982,0.8123048829628285,0.09497539057605507,2748,37
983,0.7577994263303431,0.09853333694408464,2111,44
984,0.8612649939467178,0.07288046049211412,3052,40
985,0.7020496145703601,0.11505840287969425,2069,43
986,0.8280200904600568,0.11120268079418226,2345,39
987,0.9474327375337278,0.07846201899994668,2937,37
988,0.6248272776937077,0.1276742364420091,1539,49
989,0.7101047840370033,0.13386560323142754,1693,49
990,0.5068920202361487,0.1155691963550371,1117,49
991,0.7168850661288058,0.08058503229059952,2509,45
992,1.0690678470783443,0.08933983159146236,2835,30
993,1.1928404830465,0.1501167036501869,2586,25
994,0.8717817585304897,0.0731921029000735,2855,38
995,0.6137105918292294,0.07155685686536642,2334,49
996,0.7286854654062924,0.1408165403528352,1704,48
997,0.8138352427835922,0.1425674542111301,1774,41
998,0.8553612015508807,0.05856301156954365,3348,39
999,1.0059746477280298,0.08514659282534602,2673,35
1000,1.1172672659441794,0.13041103660974193,2520,29
1001,1.008347339488898,0.13971963684996333,2104,36
1002,1.1180517737638815,0.10074068318357983,2712,33
1003,0.5210117871629302,0.12488458368795945,1285,49
1004,0.6297104723992536,0.0893700755178278,2125,48
1005,0.9174296531038081,0.10027474488628883,2655,38
1006,0.8397905590371664,0.07349128550967056,2970,39
1007,0.5763779964436357,0.104379271222108,1891,49
1008,0.4230615318759985,0.08526871761046015,1220,49
1009,0.5720457202009023,0.11268249350040827,1362,49
1010,0.7329702185390428,0.09536302309764426,2138,46
1011,0.8796318650013831,0.07421960412853408,2993,41
1012,0.8656591474139749,0.16651324130487283,1786,42
1013,0.8081241017654446,0.0932370173471887,2732,41
1014,0.5033438327693758,0.10102304402084261,1534,49
1015,0.9142738443229755,0.05888299082809268,3281,38
1016,0.8996216141563469,0.12425859461560901,2289,39
1017,1.0865166024821828,0.0922153813915722,2824,32
1018,1.0563956078823122,0.0825162242522441,2939,35
1019,1.5599770789169927,0.10627741808061388,3046,24
1020,0.6531929495552962,0.0790697073816565,2313,49
1021,0.859947166360943,0.09572591418132201,2344,43
1022,1.2246994517873466,0.1298512074498885,2664,28
1023,0.7551357414903137,0.068210457108697,2946,47
1024,0.6044915198962073,0.11184748153963078,1731,49
1025,0.6636117001747931,0.08849852480622507,2357,49
1026,0.9876909063828366,0.05477394654306188,3087,39
1027,0.7552928304669978,0.10640792392865385,2203,44
1028,0.5211087317864551,0.1284232839599066,1393,49
1029,0.6953333841400609,0.07873165770521333,2430,49
1030,0.6452776068779799,0.10207481210636686,1752,48
1031,0.8753276077633962,0.062107361186874994,3209,41
1032,0.8263437292249207,0.08400688343563653,2658,40
1033,0.7687771511394671,0.16647097953689474,1550,42
1034,0.9132287201060719,0.09092533218194146,2746,36
1035,1.1390377558527351,0.1094837417761788,2893,31
1036,0.8779761222948923,0.056423206404159196,3319,37
1037,0.8513673376285827,0.13851737918214352,1929,37
1038,0.6542180053803008,0.10009691191823625,2170,49
1039,0.7439871254525864,0.048559150705541614,3320,47
1040,0.726090457494674,0.08680591074681934,2450,48
1041,1.309119034477619,0.12105707178362833,2873,24
1042,0.9262640938032771,0.08080698953354076,3016,35
1043,0.7944652830197783,0.08575105320884172,2783,42
1044,0.9227420339605479,0.12018623862662348,2454,36
1045,1.2074235062114145,0.10350576069733024,2749,29
1046,0.7137641936098531,0.08114602586078544,2589,44
1047,1.0390343894852125,0.13443734126547377,2505,31
1048,1.157589411594283,0.0859789872330195,2863,29
1049,1.1496011455907615,0.08576461916677175,3054,31
1050,0.8290571375622156,0.13040011596986273,2080,40
1051,0.7166710259406416,0.09045636727937237,2339,45
1052,0.7088626273490743,0.12307407949619881,2082,42
1053,0.8956638363728578,0.0918419916943396,2801,37
1054,0.5010435949149847,0.08804518875320327,1664,49
1055,0.8599198365772955,0.05806758633940155,3155,42
1056,0.5073706172487519,0.12964421941938886,1200,49
1057,0.8356587724850089,0.10413648221896489,2577,39
1058,0.9539149838148897,0.09671823893991065,2690,39
1059,0.7901425376240032,0.1994937725583322,1354,48
1060,0.7319107967538179,0.10629843946768024,2276,45
1061,0.7916783541376445,0.13578378464938362,1932,40
1062,0.6302693734466754,0.087607166094136,2107,49
1063,0.6539920381131794,0.11439873159153406,1922,47
1064,0.8486484386652657,0.11926441854021883,2147,40
1065,0.5627775049397848,0.1374342036477035,1283,49
1066,1.026882015287472,0.12459626774709968,2517,33
1067,0.6006167050402216,0.09528088467955495,1862,49
1068,0.8677402262889733,0.13190507266351367,2220,38
1069,0.9008268696796891,0.1164630148849294,2319,36
1070,0.9174002917986761,0.07446706920576568,3032,40
1071,0.7190991254921737,0.12298438692230336,1952,49
1072,0.8042503462291154,0.11737650137355829,2044,44
1073,1.1647955774031857,0.09501817374935781,2899,31
1074,0.6554245582069151,0.09275182364678457,2423,48
1075,0.678404342042404,0.2333315059091929,934,45
1076,0.5006798952195914,0.12224965347881064,1303,49
1077,0.7301927425004127,0.07553670081833092,2354,44
1078,0.9398889553377624,0.09863211712342482,2453,38
1079,0.5683027009617925,0.08162882029671592,2268,49
1080,0.7934107031089528,0.10085244902310755,2279,42
1081,0.38295430615008763,0.13453471714707094,566,48
1082,1.0452993534827408,0.08153767642494476,2952,32
1083,0.8048937781412233,0.08860154202121522,2646,38
1084,1.0578107746895635,0.11730861759946744,2456,29
1085,0.9479178265646393,0.1277021425389639,2375,36
1086,1.20188026892691,0.08009584785613719,3116,32
1087,0.4172299316808092,0.10215454251146681,1127,49
1088,0.7440684403267928,0.09325856623472321,2373,48
1089,1.0638172292532424,0.08812124381193469,2759,33
1090,0.8007960144416739,0.1055113085317826,2329,39
1091,1.0691163542046696,0.11015787505573,2741,31
1092,0.6654064008701603,0.07474714277041937,2473,48
1093,0.5973175335534148,0.05062883440656067,2747,49
1094,1.0218389656167295,0.08786261577850582,2836,38
1095,0.8946556855242169,0.11438874395189177,2320,37
1096,1.0475860158608707,0.08438326670085158,3003,32
1097,0.7587703578278622,0.09895005722828959,2332,43
1098,0.6491033482980608,0.11957675701480935,1943,49
1099,0.6647489062405819,0.07552820351043908,2421,48
1100,0.8712095746812033,0.08752579378635439,2767,40
1101,0.8611375096280883,0.09262080508352627,2606,38
1102,0.48833285997204384,0.10794250501751368,1246,49
1103,0.7974856226588795,0.1242364870339963,1945,42
1104,0.9062547836535139,0.08815134204062001,2864,38
1105,0.84190612110526,0.09683747365439127,2615,37
1106,0.8027072017790112,0.12141224762401094,1979,38
1107,0.8558645562091214,0.1007210685681442,2308,42
1108,0.8084765620722241,0.07773380072460259,2798,41
1109,0.6585873446322975,0.07202220685064308,2616,49
1110,0.5027984359862535,0.16212473953413087,1001,49
1111,0.8201839676712399,0.06995809039144865,3024,39
1112,0.893659292277986,0.1499469893066537,1535,36
1113,0.6487501739826734,0.07866090292155278,2265,49
1114,0.8475776425906378,0.12691873410993418,2179,44
1115,1.0492948175838104,0.10027248166878365,2746,31
1116,0.5993215092468767,0.09495694151969172,1966,49
1117,1.0621814260171862,0.10563598830458615,2794,29
1118,0.645569130185206,0.08872712480354582,2372,48
