year,region,sex,age,persons
2015,aus,female,67,118447
2015,aus,female,68,121569
2015,aus,female,69,102253
2015,aus,female,70,97748
2015,aus,female,71,93148
2015,aus,female,72,83976
2015,aus,female,73,82255
2015,aus,female,74,76912
2015,aus,female,75,73513
2015,aus,female,76,70018
2015,aus,female,77,66168
2015,aus,female,78,62950
2015,aus,female,79,59797
2015,aus,female,80,55252
2015,aus,female,81,51895
2015,aus,female,82,49694
2015,aus,female,83,47053
2015,aus,female,84,46427
2015,aus,female,85,43431
2015,aus,female,86,39414
2015,aus,female,87,36528
2015,aus,female,88,32868
2015,aus,female,89,29290
2015,aus,female,90,25481
2015,aus,female,91,21451
2015,aus,female,92,17781
2015,aus,female,93,14515
2015,aus,female,94,11477
2015,aus,female,95,8173
2015,aus,female,96,5211
2015,aus,female,97,3937
2015,aus,female,98,2835
2015,aus,female,99,1742
2015,aus,female,100,2929
2015,aus,male,0,158281
2015,aus,male,1,158130
2015,aus,male,2,161280
2015,aus,male,3,160379
2015,aus,male,4,158968
2015,aus,male,5,160578
2015,aus,male,6,158970
2015,aus,male,7,158801
2015,aus,male,8,157422
2015,aus,male,9,152876
2015,aus,male,10,147431
2015,aus,male,11,145602
2015,aus,male,12,143147
2015,aus,male,13,142825
2015,aus,male,14,145619
2015,aus,male,15,146014
2015,aus,male,16,147119
2015,aus,male,17,148067
2015,aus,male,18,151892
2015,aus,male,19,159405
2015,aus,male,20,167109
2015,aus,male,21,167716
2015,aus,male,22,168988
2015,aus,male,23,173708
2015,aus,male,24,178853
2015,aus,male,25,182077
2015,aus,male,26,178686
2015,aus,male,27,178156
2015,aus,male,28,177170
2015,aus,male,29,179577
2015,aus,male,30,178330
2015,aus,male,31,177699
2015,aus,male,32,177051
2015,aus,male,33,172716
2015,aus,male,34,169071
2015,aus,male,35,162412
2015,aus,male,36,157754
2015,aus,male,37,155034
2015,aus,male,38,154313
2015,aus,male,39,155804
2015,aus,male,40,156783
2015,aus,male,41,161049
2015,aus,male,42,163103
2015,aus,male,43,168663
2015,aus,male,44,169650
2015,aus,male,45,160350
2015,aus,male,46,157149
2015,aus,male,47,152415
2015,aus,male,48,148569
2015,aus,male,49,149199
2015,aus,male,50,149134
2015,aus,male,51,154759
2015,aus,male,52,155966
2015,aus,male,53,155577
2015,aus,male,54,154180
2015,aus,male,55,148473
2015,aus,male,56,145323
2015,aus,male,57,141719
2015,aus,male,58,138236
2015,aus,male,59,136590
2015,aus,male,60,130479
2015,aus,male,61,126915
2015,aus,male,62,126060
2015,aus,male,63,122979
2015,aus,male,64,122015
2015,aus,male,65,119165
2015,aus,male,66,116025
2015,aus,male,67,117013
2015,aus,male,68,120141
2015,aus,male,69,100887
2015,aus,male,70,95053
2015,aus,male,71,90028
2015,aus,male,72,80260
2015,aus,male,73,78795
2015,aus,male,74,72136
2015,aus,male,75,68351
2015,aus,male,76,63753
2015,aus,male,77,59195
2015,aus,male,78,55630
2015,aus,male,79,51157
2015,aus,male,80,45866
2015,aus,male,81,42537
2015,aus,male,82,39000
2015,aus,male,83,36219
2015,aus,male,84,34194
2015,aus,male,85,31221
2015,aus,male,86,27085
2015,aus,male,87,23838
2015,aus,male,88,20083
2015,aus,male,89,17086
2015,aus,male,90,13611
2015,aus,male,91,10784
2015,aus,male,92,8277
2015,aus,male,93,6446
2015,aus,male,94,4684
2015,aus,male,95,3296
2015,aus,male,96,1936
2015,aus,male,97,1362
2015,aus,male,98,895
2015,aus,male,99,529
2015,aus,male,100,749
2016,aus,female,0,154826
2016,aus,female,1,152039
2016,aus,female,2,151771
2016,aus,female,3,154066
2016,aus,female,4,153031
2016,aus,female,5,153204
2016,aus,female,6,154557
2016,aus,female,7,152072
2016,aus,female,8,152504
2016,aus,female,9,150725
2016,aus,female,10,145612
2016,aus,female,11,139656
2016,aus,female,12,137611
2016,aus,female,13,136763
2016,aus,female,14,136600
2016,aus,female,15,139194
2016,aus,female,16,141340
2016,aus,female,17,141702
2016,aus,female,18,145450
2016,aus,female,19,151893
2016,aus,female,20,156862
2016,aus,female,21,162809
2016,aus,female,22,165096
2016,aus,female,23,170289
2016,aus,female,24,174044
2016,aus,female,25,178997
2016,aus,female,26,182916
2016,aus,female,27,181293
2016,aus,female,28,182090
2016,aus,female,29,181265
2016,aus,female,30,184092
2016,aus,female,31,182452
2016,aus,female,32,181615
2016,aus,female,33,179813
2016,aus,female,34,174052
2016,aus,female,35,170169
2016,aus,female,36,163705
2016,aus,female,37,159387
2016,aus,female,38,156690
2016,aus,female,39,155643
2016,aus,female,40,157153
2016,aus,female,41,157994
2016,aus,female,42,162954
2016,aus,female,43,167200
2016,aus,female,44,173835
2016,aus,female,45,177107
2016,aus,female,46,165787
2016,aus,female,47,163993
2016,aus,female,48,158402
2016,aus,female,49,153973
2016,aus,female,50,153931
2016,aus,female,51,153514
2016,aus,female,52,159116
2016,aus,female,53,160164
2016,aus,female,54,158963
2016,aus,female,55,158527
2016,aus,female,56,153626
2016,aus,female,57,149500
2016,aus,female,58,147391
2016,aus,female,59,143133
2016,aus,female,60,140569
2016,aus,female,61,136092
2016,aus,female,62,133012
2016,aus,female,63,130948
2016,aus,female,64,126684
2016,aus,female,65,125387
2016,aus,female,66,122310
2016,aus,female,67,117830
2016,aus,female,68,117822
2016,aus,female,69,120614
2016,aus,female,70,101258
2016,aus,female,71,96438
2016,aus,female,72,91848
2016,aus,female,73,82726
2016,aus,female,74,81085
2016,aus,female,75,75763
2016,aus,female,76,72256
2016,aus,female,77,68682
2016,aus,female,78,64852
2016,aus,female,79,61492
2016,aus,female,80,57853
2016,aus,female,81,53150
2016,aus,female,82,49723
2016,aus,female,83,47316
2016,aus,female,84,44559
2016,aus,female,85,43526
2016,aus,female,86,40422
2016,aus,female,87,36217
2016,aus,female,88,33226
2016,aus,female,89,29574
2016,aus,female,90,26058
2016,aus,female,91,22054
2016,aus,female,92,18314
2016,aus,female,93,14928
2016,aus,female,94,11920
2016,aus,female,95,9235
2016,aus,female,96,6299
2016,aus,female,97,3881
2016,aus,female,98,2993
2016,aus,female,99,2008
2016,aus,female,100,2786
2016,aus,male,0,164034
2016,aus,male,1,160005
2016,aus,male,2,159736
2016,aus,male,3,162613
2016,aus,male,4,161505
2016,aus,male,5,161432
2016,aus,male,6,162362
2016,aus,male,7,160540
2016,aus,male,8,160537
2016,aus,male,9,159348
2016,aus,male,10,153699
2016,aus,male,11,148006
2016,aus,male,12,146382
2016,aus,male,13,143766
2016,aus,male,14,143595
2016,aus,male,15,147017
2016,aus,male,16,147904
2016,aus,male,17,149189
2016,aus,male,18,152710
2016,aus,male,19,158755
2016,aus,male,20,164986
2016,aus,male,21,171579
2016,aus,male,22,172952
2016,aus,male,23,176276
2016,aus,male,24,179181
2016,aus,male,25,182254
2016,aus,male,26,184570
2016,aus,male,27,181067
2016,aus,male,28,180722
2016,aus,male,29,179122
2016,aus,male,30,181456
2016,aus,male,31,179401
2016,aus,male,32,179004
2016,aus,male,33,178318
2016,aus,male,34,173882
2016,aus,male,35,169915
2016,aus,male,36,163169
2016,aus,male,37,158194
2016,aus,male,38,155621
2016,aus,male,39,154969
2016,aus,male,40,156612
2016,aus,male,41,157212
2016,aus,male,42,161588
2016,aus,male,43,163489
2016,aus,male,44,168739
2016,aus,male,45,169393
2016,aus,male,46,159785
2016,aus,male,47,156528
2016,aus,male,48,151916
2016,aus,male,49,148046
2016,aus,male,50,148924
2016,aus,male,51,148603
2016,aus,male,52,154503
2016,aus,male,53,155667
2016,aus,male,54,155091
2016,aus,male,55,153527
2016,aus,male,56,147737
2016,aus,male,57,144293
2016,aus,male,58,140896
2016,aus,male,59,137285
2016,aus,male,60,135624
2016,aus,male,61,129208
2016,aus,male,62,125620
2016,aus,male,63,124974
2016,aus,male,64,122160
2016,aus,male,65,121072
2016,aus,male,66,118211
2016,aus,male,67,115074
2016,aus,male,68,116015
2016,aus,male,69,118738
2016,aus,male,70,99537
2016,aus,male,71,93455
2016,aus,male,72,88338
2016,aus,male,73,78540
2016,aus,male,74,76971
2016,aus,male,75,70234
2016,aus,male,76,66271
2016,aus,male,77,61539
2016,aus,male,78,56835
2016,aus,male,79,53276
2016,aus,male,80,48897
2016,aus,male,81,43463
2016,aus,male,82,40058
2016,aus,male,83,36419
2016,aus,male,84,33665
2016,aus,male,85,31394
2016,aus,male,86,28344
2016,aus,male,87,24168
2016,aus,male,88,21115
2016,aus,male,89,17423
2016,aus,male,90,14635
2016,aus,male,91,11477
2016,aus,male,92,8961
2016,aus,male,93,6668
2016,aus,male,94,5090
2016,aus,male,95,3620
2016,aus,male,96,2480
2016,aus,male,97,1465
2016,aus,male,98,1030
2016,aus,male,99,632
2016,aus,male,100,736
2017,aus,female,0,148611
2017,aus,female,1,155001
2017,aus,female,2,152923
2017,aus,female,3,153421
2017,aus,female,4,155466
2017,aus,female,5,154847
2017,aus,female,6,154738
2017,aus,female,7,155990
2017,aus,female,8,153598
2017,aus,female,9,153930
2017,aus,female,10,151983
2017,aus,female,11,146661
2017,aus,female,12,140677
2017,aus,female,13,138470
2017,aus,female,14,137780
2017,aus,female,15,137882
2017,aus,female,16,140902
2017,aus,female,17,143754
2017,aus,female,18,146777
2017,aus,female,19,152267
2017,aus,female,20,157472
2017,aus,female,21,161232
2017,aus,female,22,168500
2017,aus,female,23,174243
2017,aus,female,24,176815
2017,aus,female,25,179188
2017,aus,female,26,183980
2017,aus,female,27,187382
2017,aus,female,28,185406
2017,aus,female,29,185682
2017,aus,female,30,184972
2017,aus,female,31,186640
2017,aus,female,32,185041
2017,aus,female,33,183998
2017,aus,female,34,182381
2017,aus,female,35,176553
2017,aus,female,36,172330
2017,aus,female,37,165779
2017,aus,female,38,161415
2017,aus,female,39,158334
2017,aus,female,40,157343
2017,aus,female,41,158271
2017,aus,female,42,159340
2017,aus,female,43,163799
2017,aus,female,44,167964
2017,aus,female,45,174650
2017,aus,female,46,177603
2017,aus,female,47,165958
2017,aus,female,48,164088
2017,aus,female,49,158240
2017,aus,female,50,153957
2017,aus,female,51,153810
2017,aus,female,52,153854
2017,aus,female,53,159125
2017,aus,female,54,160311
2017,aus,female,55,159179
2017,aus,female,56,158581
2017,aus,female,57,153660
2017,aus,female,58,149659
2017,aus,female,59,147404
2017,aus,female,60,143211
2017,aus,female,61,140308
2017,aus,female,62,136063
2017,aus,female,63,132879
2017,aus,female,64,130654
2017,aus,female,65,126434
2017,aus,female,66,125020
2017,aus,female,67,122037
2017,aus,female,68,117612
2017,aus,female,69,117347
2017,aus,female,70,119960
2017,aus,female,71,100338
2017,aus,female,72,95488
2017,aus,female,73,90505
2017,aus,female,74,81369
2017,aus,female,75,79542
2017,aus,female,76,74124
2017,aus,female,77,70730
2017,aus,female,78,67115
2017,aus,female,79,63130
2017,aus,female,80,59580
2017,aus,female,81,55768
2017,aus,female,82,51043
2017,aus,female,83,47452
2017,aus,female,84,44868
2017,aus,female,85,41905
2017,aus,female,86,40526
2017,aus,female,87,37335
2017,aus,female,88,33029
2017,aus,female,89,29754
2017,aus,female,90,26130
2017,aus,female,91,22655
2017,aus,female,92,18844
2017,aus,female,93,15247
2017,aus,female,94,12063
2017,aus,female,95,9412
2017,aus,female,96,7093
2017,aus,female,97,4713
2017,aus,female,98,2790
2017,aus,female,99,2128
2017,aus,female,100,2983
2017,aus,male,0,157563
2017,aus,male,1,164270
2017,aus,male,2,161252
2017,aus,male,3,161453
2017,aus,male,4,164472
2017,aus,male,5,163479
2017,aus,male,6,163043
2017,aus,male,7,163943
2017,aus,male,8,162218
2017,aus,male,9,162202
2017,aus,male,10,160992
2017,aus,male,11,154992
2017,aus,male,12,149509
2017,aus,male,13,147437
2017,aus,male,14,144900
2017,aus,male,15,145148
2017,aus,male,16,149044
2017,aus,male,17,150392
2017,aus,male,18,154748
2017,aus,male,19,160629
2017,aus,male,20,164859
2017,aus,male,21,169440
2017,aus,male,22,177329
2017,aus,male,23,181326
2017,aus,male,24,182475
2017,aus,male,25,183072
2017,aus,male,26,185693
2017,aus,male,27,187484
2017,aus,male,28,183864
2017,aus,male,29,183279
2017,aus,male,30,182008
2017,aus,male,31,183801
2017,aus,male,32,181747
2017,aus,male,33,181543
2017,aus,male,34,180861
2017,aus,male,35,175920
2017,aus,male,36,171542
2017,aus,male,37,164355
2017,aus,male,38,159471
2017,aus,male,39,156518
2017,aus,male,40,156046
2017,aus,male,41,157491
2017,aus,male,42,158119
2017,aus,male,43,162130
2017,aus,male,44,164207
2017,aus,male,45,169518
2017,aus,male,46,170278
2017,aus,male,47,160391
2017,aus,male,48,157099
2017,aus,male,49,152223
2017,aus,male,50,148487
2017,aus,male,51,149066
2017,aus,male,52,148993
2017,aus,male,53,154571
2017,aus,male,54,155712
2017,aus,male,55,154902
2017,aus,male,56,153202
2017,aus,male,57,147199
2017,aus,male,58,143838
2017,aus,male,59,140317
2017,aus,male,60,136615
2017,aus,male,61,134858
2017,aus,male,62,128627
2017,aus,male,63,124931
2017,aus,male,64,124302
2017,aus,male,65,121200
2017,aus,male,66,119973
2017,aus,male,67,117079
2017,aus,male,68,113867
2017,aus,male,69,114598
2017,aus,male,70,117178
2017,aus,male,71,97909
2017,aus,male,72,91799
2017,aus,male,73,86486
2017,aus,male,74,76673
2017,aus,male,75,74931
2017,aus,male,76,68174
2017,aus,male,77,64218
2017,aus,male,78,59424
2017,aus,male,79,54706
2017,aus,male,80,50934
2017,aus,male,81,46397
2017,aus,male,82,41043
2017,aus,male,83,37480
2017,aus,male,84,33868
2017,aus,male,85,30979
2017,aus,male,86,28486
2017,aus,male,87,25463
2017,aus,male,88,21345
2017,aus,male,89,18349
2017,aus,male,90,14856
2017,aus,male,91,12274
2017,aus,male,92,9349
2017,aus,male,93,7147
2017,aus,male,94,5190
2017,aus,male,95,3858
2017,aus,male,96,2672
2017,aus,male,97,1761
2017,aus,male,98,994
2017,aus,male,99,688
2017,aus,male,100,844
2018,aus,female,0,146846
2018,aus,female,1,149167
2018,aus,female,2,155447
2018,aus,female,3,153550
2018,aus,female,4,154629
2018,aus,female,5,156876
2018,aus,female,6,156237
2018,aus,female,7,155728
2018,aus,female,8,157057
2018,aus,female,9,154775
2018,aus,female,10,155103
2018,aus,female,11,152944
2018,aus,female,12,147537
2018,aus,female,13,141503
2018,aus,female,14,139276
2018,aus,female,15,138891
2018,aus,female,16,139272
2018,aus,female,17,142759
2018,aus,female,18,149033
2018,aus,female,19,153734
2018,aus,female,20,157815
2018,aus,female,21,162075
2018,aus,female,22,167373
2018,aus,female,23,177528
2018,aus,female,24,180200
2018,aus,female,25,181065
2018,aus,female,26,183654
2018,aus,female,27,188251
2018,aus,female,28,190770
2018,aus,female,29,188768
2018,aus,female,30,188624
2018,aus,female,31,187488
2018,aus,female,32,188480
2018,aus,female,33,187264
2018,aus,female,34,185782
2018,aus,female,35,184268
2018,aus,female,36,178430
2018,aus,female,37,174180
2018,aus,female,38,167244
2018,aus,female,39,163219
2018,aus,female,40,159752
2018,aus,female,41,158668
2018,aus,female,42,159095
2018,aus,female,43,160430
2018,aus,female,44,164329
2018,aus,female,45,168483
2018,aus,female,46,175149
2018,aus,female,47,177900
2018,aus,female,48,166062
2018,aus,female,49,164061
2018,aus,female,50,157957
2018,aus,female,51,153758
2018,aus,female,52,153499
2018,aus,female,53,153934
2018,aus,female,54,158975
2018,aus,female,55,160311
2018,aus,female,56,159133
2018,aus,female,57,158478
2018,aus,female,58,153418
2018,aus,female,59,149634
2018,aus,female,60,147135
2018,aus,female,61,143036
2018,aus,female,62,139940
2018,aus,female,63,135789
2018,aus,female,64,132464
2018,aus,female,65,130279
2018,aus,female,66,126050
2018,aus,female,67,124606
2018,aus,female,68,121573
2018,aus,female,69,117199
2018,aus,female,70,116724
2018,aus,female,71,119084
2018,aus,female,72,99242
2018,aus,female,73,94413
2018,aus,female,74,89137
2018,aus,female,75,79946
2018,aus,female,76,77831
2018,aus,female,77,72305
2018,aus,female,78,68961
2018,aus,female,79,65401
2018,aus,female,80,61333
2018,aus,female,81,57605
2018,aus,female,82,53512
2018,aus,female,83,48867
2018,aus,female,84,44991
2018,aus,female,85,42214
2018,aus,female,86,38995
2018,aus,female,87,37424
2018,aus,female,88,34073
2018,aus,female,89,29787
2018,aus,female,90,26457
2018,aus,female,91,22596
2018,aus,female,92,19350
2018,aus,female,93,15706
2018,aus,female,94,12384
2018,aus,female,95,9579
2018,aus,female,96,7219
2018,aus,female,97,5324
2018,aus,female,98,3410
2018,aus,female,99,2025
2018,aus,female,100,3203
2018,aus,male,0,155668
2018,aus,male,1,158037
2018,aus,male,2,164646
2018,aus,male,3,162346
2018,aus,male,4,163079
2018,aus,male,5,165987
2018,aus,male,6,164799
2018,aus,male,7,164238
2018,aus,male,8,165288
2018,aus,male,9,163731
2018,aus,male,10,163606
2018,aus,male,11,162357
2018,aus,male,12,156155
2018,aus,male,13,150824
2018,aus,male,14,148358
2018,aus,male,15,146180
2018,aus,male,16,146756
2018,aus,male,17,151044
2018,aus,male,18,156832
2018,aus,male,19,163795
2018,aus,male,20,166840
2018,aus,male,21,169407
2018,aus,male,22,175724
2018,aus,male,23,185956
2018,aus,male,24,187554
2018,aus,male,25,186215
2018,aus,male,26,185917
2018,aus,male,27,188453
2018,aus,male,28,189774
2018,aus,male,29,186243
2018,aus,male,30,185293
2018,aus,male,31,184096
2018,aus,male,32,185501
2018,aus,male,33,183896
2018,aus,male,34,183345
2018,aus,male,35,182827
2018,aus,male,36,177524
2018,aus,male,37,172740
2018,aus,male,38,164972
2018,aus,male,39,160395
2018,aus,male,40,157124
2018,aus,male,41,156499
2018,aus,male,42,157923
2018,aus,male,43,158651
2018,aus,male,44,162419
2018,aus,male,45,164842
2018,aus,male,46,170063
2018,aus,male,47,170930
2018,aus,male,48,160806
2018,aus,male,49,157605
2018,aus,male,50,152375
2018,aus,male,51,148809
2018,aus,male,52,149037
2018,aus,male,53,149320
2018,aus,male,54,154319
2018,aus,male,55,155606
2018,aus,male,56,154516
2018,aus,male,57,152638
2018,aus,male,58,146560
2018,aus,male,59,143198
2018,aus,male,60,139573
2018,aus,male,61,135827
2018,aus,male,62,133854
2018,aus,male,63,127874
2018,aus,male,64,124117
2018,aus,male,65,123335
2018,aus,male,66,119943
2018,aus,male,67,118562
2018,aus,male,68,115849
2018,aus,male,69,112459
2018,aus,male,70,113107
2018,aus,male,71,115412
2018,aus,male,72,96050
2018,aus,male,73,90038
2018,aus,male,74,84460
2018,aus,male,75,74742
2018,aus,male,76,72810
2018,aus,male,77,66073
2018,aus,male,78,62065
2018,aus,male,79,57219
2018,aus,male,80,52510
2018,aus,male,81,48617
2018,aus,male,82,43765
2018,aus,male,83,38408
2018,aus,male,84,34903
2018,aus,male,85,31180
2018,aus,male,86,28119
2018,aus,male,87,25562
2018,aus,male,88,22677
2018,aus,male,89,18624
2018,aus,male,90,15627
2018,aus,male,91,12507
2018,aus,male,92,10035
2018,aus,male,93,7486
2018,aus,male,94,5637
2018,aus,male,95,3927
2018,aus,male,96,2849
2018,aus,male,97,1899
2018,aus,male,98,1248
2018,aus,male,99,663
2018,aus,male,100,971
2019,aus,female,0,146484
2019,aus,female,1,147209
2019,aus,female,2,150195
2019,aus,female,3,156050
2019,aus,female,4,154439
2019,aus,female,5,156023
2019,aus,female,6,157863
2019,aus,female,7,157544
2019,aus,female,8,156756
2019,aus,female,9,158274
2019,aus,female,10,156010
2019,aus,female,11,156336
2019,aus,female,12,154058
2019,aus,female,13,148418
2019,aus,female,14,142527
2019,aus,female,15,140373
2019,aus,female,16,140243
2019,aus,female,17,140881
2019,aus,female,18,147690
2019,aus,female,19,155948
2019,aus,female,20,158668
2019,aus,female,21,161849
2019,aus,female,22,167698
2019,aus,female,23,175334
2019,aus,female,24,182322
2019,aus,female,25,183430
2019,aus,female,26,185092
2019,aus,female,27,187752
2019,aus,female,28,192090
2019,aus,female,29,193894
2019,aus,female,30,191634
2019,aus,female,31,191027
2019,aus,female,32,189480
2019,aus,female,33,190272
2019,aus,female,34,189385
2019,aus,female,35,187448
2019,aus,female,36,186019
2019,aus,female,37,180187
2019,aus,female,38,175942
2019,aus,female,39,168485
2019,aus,female,40,164793
2019,aus,female,41,161059
2019,aus,female,42,159724
2019,aus,female,43,159666
2019,aus,female,44,161238
2019,aus,female,45,164750
2019,aus,female,46,168840
2019,aus,female,47,175504
2019,aus,female,48,177997
2019,aus,female,49,166026
2019,aus,female,50,163982
2019,aus,female,51,157624
2019,aus,female,52,153681
2019,aus,female,53,153378
2019,aus,female,54,154309
2019,aus,female,55,159179
2019,aus,female,56,160687
2019,aus,female,57,159372
2019,aus,female,58,158660
2019,aus,female,59,153607
2019,aus,female,60,149992
2019,aus,female,61,147316
2019,aus,female,62,143158
2019,aus,female,63,139929
2019,aus,female,64,135974
2019,aus,female,65,132358
2019,aus,female,66,130019
2019,aus,female,67,125851
2019,aus,female,68,124152
2019,aus,female,69,121338
2019,aus,female,70,116871
2019,aus,female,71,116144
2019,aus,female,72,118301
2019,aus,female,73,98161
2019,aus,female,74,93206
2019,aus,female,75,87640
2019,aus,female,76,78491
2019,aus,female,77,76106
2019,aus,female,78,70464
2019,aus,female,79,67262
2019,aus,female,80,63670
2019,aus,female,81,59395
