year,state,sex,age_band,deaths
2015,sa,male,75-79,850
2015,sa,male,80-84,1065
2015,sa,male,85-89,1242
2015,sa,male,90-94,783
2015,sa,male,95-99,244
2015,sa,male,not_stated,1
2015,tas,female,0-4,10
2015,tas,female,10-14,3
2015,tas,female,100+,37
2015,tas,female,15-19,5
2015,tas,female,20-24,1
2015,tas,female,25-29,6
2015,tas,female,30-34,8
2015,tas,female,35-39,13
2015,tas,female,40-44,11
2015,tas,female,45-49,33
2015,tas,female,5-9,4
2015,tas,female,50-54,42
2015,tas,female,55-59,82
2015,tas,female,60-64,104
2015,tas,female,65-69,146
2015,tas,female,70-74,168
2015,tas,female,75-79,233
2015,tas,female,80-84,354
2015,tas,female,85-89,441
2015,tas,female,90-94,401
2015,tas,female,95-99,171
2015,tas,female,not_stated,0
2015,tas,male,0-4,13
2015,tas,male,10-14,2
2015,tas,male,100+,9
2015,tas,male,15-19,13
2015,tas,male,20-24,20
2015,tas,male,25-29,10
2015,tas,male,30-34,18
2015,tas,male,35-39,18
2015,tas,male,40-44,26
2015,tas,male,45-49,38
2015,tas,male,5-9,3
2015,tas,male,50-54,81
2015,tas,male,55-59,103
2015,tas,male,60-64,143
2015,tas,male,65-69,217
2015,tas,male,70-74,280
2015,tas,male,75-79,314
2015,tas,male,80-84,371
2015,tas,male,85-89,399
2015,tas,male,90-94,233
2015,tas,male,95-99,53
2015,tas,male,not_stated,0
2015,vic,female,0-4,110
2015,vic,female,10-14,18
2015,vic,female,100+,356
2015,vic,female,15-19,34
2015,vic,female,20-24,32
2015,vic,female,25-29,46
2015,vic,female,30-34,69
2015,vic,female,35-39,123
2015,vic,female,40-44,176
2015,vic,female,45-49,255
2015,vic,female,5-9,9
2015,vic,female,50-54,366
2015,vic,female,55-59,552
2015,vic,female,60-64,672
2015,vic,female,65-69,1029
2015,vic,female,70-74,1264
2015,vic,female,75-79,1882
2015,vic,female,80-84,2882
2015,vic,female,85-89,4265
2015,vic,female,90-94,4088
2015,vic,female,95-99,1642
2015,vic,female,not_stated,0
2015,vic,male,0-4,121
2015,vic,male,10-14,16
2015,vic,male,100+,86
2015,vic,male,15-19,67
2015,vic,male,20-24,98
2015,vic,male,25-29,137
2015,vic,male,30-34,182
2015,vic,male,35-39,222
2015,vic,male,40-44,318
2015,vic,male,45-49,424
2015,vic,male,5-9,10
2015,vic,male,50-54,597
2015,vic,male,55-59,819
2015,vic,male,60-64,1120
2015,vic,male,65-69,1627
2015,vic,male,70-74,1886
2015,vic,male,75-79,2486
2015,vic,male,80-84,3139
2015,vic,male,85-89,3697
2015,vic,male,90-94,2308
2015,vic,male,95-99,674
2015,vic,male,not_stated,0
2015,wa,female,0-4,51
2015,wa,female,10-14,8
2015,wa,female,100+,120
2015,wa,female,15-19,17
2015,wa,female,20-24,26
2015,wa,female,25-29,27
2015,wa,female,30-34,35
2015,wa,female,35-39,70
2015,wa,female,40-44,88
2015,wa,female,45-49,123
2015,wa,female,5-9,4
2015,wa,female,50-54,199
2015,wa,female,55-59,250
2015,wa,female,60-64,304
2015,wa,female,65-69,371
2015,wa,female,70-74,459
2015,wa,female,75-79,609
2015,wa,female,80-84,945
2015,wa,female,85-89,1374
2015,wa,female,90-94,1175
2015,wa,female,95-99,513
2015,wa,female,not_stated,0
2015,wa,male,0-4,57
2015,wa,male,10-14,13
2015,wa,male,100+,31
2015,wa,male,15-19,49
2015,wa,male,20-24,62
2015,wa,male,25-29,103
2015,wa,male,30-34,107
2015,wa,male,35-39,106
2015,wa,male,40-44,160
2015,wa,male,45-49,235
2015,wa,male,5-9,10
2015,wa,male,50-54,259
2015,wa,male,55-59,356
2015,wa,male,60-64,497
2015,wa,male,65-69,652
2015,wa,male,70-74,750
2015,wa,male,75-79,930
2015,wa,male,80-84,1137
2015,wa,male,85-89,1163
2015,wa,male,90-94,782
2015,wa,male,95-99,223
2015,wa,male,not_stated,0
2016,act,female,0-4,9
2016,act,female,10-14,2
2016,act,female,100+,14
2016,act,female,15-19,4
2016,act,female,20-24,2
2016,act,female,25-29,4
2016,act,female,30-34,4
2016,act,female,35-39,9
2016,act,female,40-44,12
2016,act,female,45-49,14
2016,act,female,5-9,0
2016,act,female,50-54,26
2016,act,female,55-59,28
2016,act,female,60-64,37
2016,act,female,65-69,45
2016,act,female,70-74,60
2016,act,female,75-79,90
2016,act,female,80-84,130
2016,act,female,85-89,184
2016,act,female,90-94,166
2016,act,female,95-99,75
2016,act,female,not_stated,0
2016,act,male,0-4,9
2016,act,male,10-14,0
2016,act,male,100+,5
2016,act,male,15-19,2
2016,act,male,20-24,8
2016,act,male,25-29,6
2016,act,male,30-34,7
2016,act,male,35-39,8
2016,act,male,40-44,20
2016,act,male,45-49,24
2016,act,male,5-9,3
2016,act,male,50-54,33
2016,act,male,55-59,53
2016,act,male,60-64,43
2016,act,male,65-69,80
2016,act,male,70-74,87
2016,act,male,75-79,133
2016,act,male,80-84,124
2016,act,male,85-89,146
2016,act,male,90-94,109
2016,act,male,95-99,29
2016,act,male,not_stated,0
2016,nsw,female,0-4,153
2016,nsw,female,10-14,9
2016,nsw,female,100+,501
2016,nsw,female,15-19,38
2016,nsw,female,20-24,47
2016,nsw,female,25-29,97
2016,nsw,female,30-34,116
2016,nsw,female,35-39,139
2016,nsw,female,40-44,214
2016,nsw,female,45-49,325
2016,nsw,female,5-9,16
2016,nsw,female,50-54,529
2016,nsw,female,55-59,766
2016,nsw,female,60-64,938
2016,nsw,female,65-69,1413
2016,nsw,female,70-74,1805
2016,nsw,female,75-79,2531
2016,nsw,female,80-84,3649
2016,nsw,female,85-89,5358
2016,nsw,female,90-94,5228
2016,nsw,female,95-99,2357
2016,nsw,female,not_stated,0
2016,nsw,male,0-4,178
2016,nsw,male,10-14,32
2016,nsw,male,100+,140
2016,nsw,male,15-19,84
2016,nsw,male,20-24,166
2016,nsw,male,25-29,171
2016,nsw,male,30-34,190
2016,nsw,male,35-39,238
2016,nsw,male,40-44,359
2016,nsw,male,45-49,527
2016,nsw,male,5-9,18
2016,nsw,male,50-54,860
2016,nsw,male,55-59,1281
2016,nsw,male,60-64,1641
2016,nsw,male,65-69,2230
2016,nsw,male,70-74,2846
2016,nsw,male,75-79,3448
2016,nsw,male,80-84,4345
2016,nsw,male,85-89,4787
2016,nsw,male,90-94,3021
2016,nsw,male,95-99,903
2016,nsw,male,not_stated,0
2016,nt,female,0-4,18
2016,nt,female,10-14,2
2016,nt,female,100+,3
2016,nt,female,15-19,3
2016,nt,female,20-24,4
2016,nt,female,25-29,7
2016,nt,female,30-34,10
2016,nt,female,35-39,11
2016,nt,female,40-44,18
2016,nt,female,45-49,26
2016,nt,female,5-9,4
2016,nt,female,50-54,30
2016,nt,female,55-59,26
2016,nt,female,60-64,35
2016,nt,female,65-69,48
2016,nt,female,70-74,50
2016,nt,female,75-79,43
2016,nt,female,80-84,47
2016,nt,female,85-89,28
2016,nt,female,90-94,22
2016,nt,female,95-99,8
2016,nt,female,not_stated,0
2016,nt,male,0-4,15
2016,nt,male,10-14,0
2016,nt,male,100+,0
2016,nt,male,15-19,6
2016,nt,male,20-24,11
2016,nt,male,25-29,14
2016,nt,male,30-34,18
2016,nt,male,35-39,15
2016,nt,male,40-44,28
2016,nt,male,45-49,37
2016,nt,male,5-9,4
2016,nt,male,50-54,40
2016,nt,male,55-59,57
2016,nt,male,60-64,64
2016,nt,male,65-69,69
2016,nt,male,70-74,77
2016,nt,male,75-79,54
2016,nt,male,80-84,54
2016,nt,male,85-89,31
2016,nt,male,90-94,14
2016,nt,male,95-99,4
2016,nt,male,not_stated,2
2016,qld,female,0-4,125
2016,qld,female,10-14,15
2016,qld,female,100+,237
2016,qld,female,15-19,33
2016,qld,female,20-24,52
2016,qld,female,25-29,54
2016,qld,female,30-34,78
2016,qld,female,35-39,94
2016,qld,female,40-44,165
2016,qld,female,45-49,235
2016,qld,female,5-9,9
2016,qld,female,50-54,319
2016,qld,female,55-59,460
2016,qld,female,60-64,621
2016,qld,female,65-69,847
2016,qld,female,70-74,1055
2016,qld,female,75-79,1355
2016,qld,female,80-84,1860
2016,qld,female,85-89,2596
2016,qld,female,90-94,2506
2016,qld,female,95-99,1119
2016,qld,female,not_stated,0
2016,qld,male,0-4,171
2016,qld,male,10-14,17
2016,qld,male,100+,66
2016,qld,male,15-19,56
2016,qld,male,20-24,115
2016,qld,male,25-29,121
2016,qld,male,30-34,172
2016,qld,male,35-39,195
2016,qld,male,40-44,318
2016,qld,male,45-49,370
2016,qld,male,5-9,9
2016,qld,male,50-54,528
2016,qld,male,55-59,759
2016,qld,male,60-64,935
2016,qld,male,65-69,1473
2016,qld,male,70-74,1725
2016,qld,male,75-79,2031
2016,qld,male,80-84,2254
2016,qld,male,85-89,2502
2016,qld,male,90-94,1567
2016,qld,male,95-99,471
2016,qld,male,not_stated,0
2016,sa,female,0-4,29
2016,sa,female,10-14,6
2016,sa,female,100+,144
2016,sa,female,15-19,6
2016,sa,female,20-24,11
2016,sa,female,25-29,13
2016,sa,female,30-34,32
2016,sa,female,35-39,36
2016,sa,female,40-44,65
2016,sa,female,45-49,86
2016,sa,female,5-9,1
2016,sa,female,50-54,138
2016,sa,female,55-59,192
2016,sa,female,60-64,222
2016,sa,female,65-69,325
2016,sa,female,70-74,392
2016,sa,female,75-79,580
2016,sa,female,80-84,908
2016,sa,female,85-89,1363
2016,sa,female,90-94,1375
2016,sa,female,95-99,617
2016,sa,female,not_stated,0
2016,sa,male,0-4,45
2016,sa,male,10-14,5
2016,sa,male,100+,35
2016,sa,male,15-19,16
2016,sa,male,20-24,28
2016,sa,male,25-29,42
2016,sa,male,30-34,58
2016,sa,male,35-39,62
2016,sa,male,40-44,80
2016,sa,male,45-49,129
2016,sa,male,5-9,5
2016,sa,male,50-54,211
2016,sa,male,55-59,287
2016,sa,male,60-64,422
2016,sa,male,65-69,536
2016,sa,male,70-74,694
2016,sa,male,75-79,745
2016,sa,male,80-84,1046
2016,sa,male,85-89,1268
2016,sa,male,90-94,825
2016,sa,male,95-99,254
2016,sa,male,not_stated,0
2016,tas,female,0-4,16
2016,tas,female,10-14,4
2016,tas,female,100+,31
2016,tas,female,15-19,4
2016,tas,female,20-24,3
2016,tas,female,25-29,2
2016,tas,female,30-34,9
2016,tas,female,35-39,17
2016,tas,female,40-44,13
2016,tas,female,45-49,32
2016,tas,female,5-9,3
2016,tas,female,50-54,56
2016,tas,female,55-59,69
2016,tas,female,60-64,105
2016,tas,female,65-69,155
2016,tas,female,70-74,176
2016,tas,female,75-79,210
2016,tas,female,80-84,355
2016,tas,female,85-89,415
2016,tas,female,90-94,394
2016,tas,female,95-99,161
2016,tas,female,not_stated,1
2016,tas,male,0-4,14
2016,tas,male,10-14,0
2016,tas,male,100+,8
2016,tas,male,15-19,8
2016,tas,male,20-24,12
2016,tas,male,25-29,12
2016,tas,male,30-34,20
2016,tas,male,35-39,25
2016,tas,male,40-44,34
2016,tas,male,45-49,55
2016,tas,male,5-9,1
2016,tas,male,50-54,67
2016,tas,male,55-59,110
2016,tas,male,60-64,171
2016,tas,male,65-69,215
2016,tas,male,70-74,294
2016,tas,male,75-79,323
2016,tas,male,80-84,355
2016,tas,male,85-89,371
2016,tas,male,90-94,211
2016,tas,male,95-99,59
2016,tas,male,not_stated,0
2016,vic,female,0-4,114
2016,vic,female,10-14,8
2016,vic,female,100+,369
2016,vic,female,15-19,28
2016,vic,female,20-24,48
2016,vic,female,25-29,54
2016,vic,female,30-34,86
2016,vic,female,35-39,109
2016,vic,female,40-44,197
2016,vic,female,45-49,270
2016,vic,female,5-9,7
2016,vic,female,50-54,381
2016,vic,female,55-59,534
2016,vic,female,60-64,712
2016,vic,female,65-69,1014
2016,vic,female,70-74,1324
2016,vic,female,75-79,1872
2016,vic,female,80-84,2742
2016,vic,female,85-89,4018
2016,vic,female,90-94,3951
2016,vic,female,95-99,1638
2016,vic,female,not_stated,0
2016,vic,male,0-4,143
2016,vic,male,10-14,17
2016,vic,male,100+,98
2016,vic,male,15-19,69
2016,vic,male,20-24,122
2016,vic,male,25-29,149
2016,vic,male,30-34,167
2016,vic,male,35-39,222
2016,vic,male,40-44,291
2016,vic,male,45-49,407
2016,vic,male,5-9,19
2016,vic,male,50-54,571
2016,vic,male,55-59,745
2016,vic,male,60-64,1122
2016,vic,male,65-69,1512
2016,vic,male,70-74,1900
2016,vic,male,75-79,2555
2016,vic,male,80-84,3244
2016,vic,male,85-89,3506
2016,vic,male,90-94,2394
2016,vic,male,95-99,721
2016,vic,male,not_stated,0
2016,wa,female,0-4,43
2016,wa,female,10-14,10
2016,wa,female,100+,130
2016,wa,female,15-19,16
2016,wa,female,20-24,32
2016,wa,female,25-29,39
2016,wa,female,30-34,60
2016,wa,female,35-39,62
2016,wa,female,40-44,95
2016,wa,female,45-49,121
2016,wa,female,5-9,6
2016,wa,female,50-54,133
2016,wa,female,55-59,213
2016,wa,female,60-64,297
2016,wa,female,65-69,352
2016,wa,female,70-74,479
2016,wa,female,75-79,689
2016,wa,female,80-84,962
2016,wa,female,85-89,1326
2016,wa,female,90-94,1332
2016,wa,female,95-99,579
2016,wa,female,not_stated,0
2016,wa,male,0-4,78
2016,wa,male,10-14,9
2016,wa,male,100+,35
2016,wa,male,15-19,42
2016,wa,male,20-24,68
2016,wa,male,25-29,81
2016,wa,male,30-34,108
2016,wa,male,35-39,130
2016,wa,male,40-44,161
2016,wa,male,45-49,199
2016,wa,male,5-9,11
2016,wa,male,50-54,251
2016,wa,male,55-59,368
2016,wa,male,60-64,473
2016,wa,male,65-69,648
2016,wa,male,70-74,786
2016,wa,male,75-79,961
2016,wa,male,80-84,1089
2016,wa,male,85-89,1265
2016,wa,male,90-94,859
2016,wa,male,95-99,239
2016,wa,male,not_stated,1
2017,act,female,0-4,7
2017,act,female,10-14,0
2017,act,female,100+,25
2017,act,female,15-19,1
2017,act,female,20-24,1
2017,act,female,25-29,3
2017,act,female,30-34,6
2017,act,female,35-39,10
2017,act,female,40-44,20
2017,act,female,45-49,17
2017,act,female,5-9,3
2017,act,female,50-54,17
2017,act,female,55-59,29
2017,act,female,60-64,48
2017,act,female,65-69,45
2017,act,female,70-74,85
2017,act,female,75-79,107
2017,act,female,80-84,156
2017,act,female,85-89,226
2017,act,female,90-94,232
2017,act,female,95-99,91
2017,act,female,not_stated,0
2017,act,male,0-4,13
2017,act,male,10-14,1
2017,act,male,100+,8
2017,act,male,15-19,5
2017,act,male,20-24,13
2017,act,male,25-29,8
2017,act,male,30-34,8
2017,act,male,35-39,15
2017,act,male,40-44,25
2017,act,male,45-49,22
2017,act,male,5-9,0
2017,act,male,50-54,45
2017,act,male,55-59,51
2017,act,male,60-64,70
2017,act,male,65-69,76
2017,act,male,70-74,134
2017,act,male,75-79,160
2017,act,male,80-84,162
2017,act,male,85-89,196
2017,act,male,90-94,134
2017,act,male,95-99,42
2017,act,male,not_stated,0
2017,nsw,female,0-4,145
2017,nsw,female,10-14,17
2017,nsw,female,100+,555
2017,nsw,female,15-19,35
2017,nsw,female,20-24,56
2017,nsw,female,25-29,56
2017,nsw,female,30-34,68
2017,nsw,female,35-39,140
2017,nsw,female,40-44,184
2017,nsw,female,45-49,320
2017,nsw,female,5-9,18
2017,nsw,female,50-54,507
2017,nsw,female,55-59,679
2017,nsw,female,60-64,925
2017,nsw,female,65-69,1311
2017,nsw,female,70-74,1868
2017,nsw,female,75-79,2468
2017,nsw,female,80-84,3554
2017,nsw,female,85-89,5087
2017,nsw,female,90-94,5101
2017,nsw,female,95-99,2412
2017,nsw,female,not_stated,1
2017,nsw,male,0-4,185
2017,nsw,male,10-14,29
2017,nsw,male,100+,128
2017,nsw,male,15-19,107
2017,nsw,male,20-24,141
2017,nsw,male,25-29,187
2017,nsw,male,30-34,206
2017,nsw,male,35-39,263
2017,nsw,male,40-44,378
2017,nsw,male,45-49,549
2017,nsw,male,5-9,20
2017,nsw,male,50-54,746
2017,nsw,male,55-59,1198
2017,nsw,male,60-64,1588
2017,nsw,male,65-69,2198
2017,nsw,male,70-74,2871
2017,nsw,male,75-79,3445
2017,nsw,male,80-84,4181
2017,nsw,male,85-89,4621
2017,nsw,male,90-94,3219
2017,nsw,male,95-99,1010
2017,nsw,male,not_stated,3
2017,nt,female,0-4,21
2017,nt,female,10-14,0
2017,nt,female,100+,1
2017,nt,female,15-19,5
2017,nt,female,20-24,2
2017,nt,female,25-29,9
2017,nt,female,30-34,15
2017,nt,female,35-39,9
2017,nt,female,40-44,15
2017,nt,female,45-49,27
2017,nt,female,5-9,1
2017,nt,female,50-54,35
2017,nt,female,55-59,52
2017,nt,female,60-64,37
2017,nt,female,65-69,52
2017,nt,female,70-74,33
2017,nt,female,75-79,44
2017,nt,female,80-84,44
2017,nt,female,85-89,29
2017,nt,female,90-94,23
2017,nt,female,95-99,9
2017,nt,female,not_stated,0
2017,nt,male,0-4,18
2017,nt,male,10-14,2
2017,nt,male,100+,0
2017,nt,male,15-19,11
2017,nt,male,20-24,16
2017,nt,male,25-29,19
2017,nt,male,30-34,19
2017,nt,male,35-39,21
2017,nt,male,40-44,24
2017,nt,male,45-49,39
2017,nt,male,5-9,1
2017,nt,male,50-54,40
2017,nt,male,55-59,76
2017,nt,male,60-64,65
2017,nt,male,65-69,60
2017,nt,male,70-74,76
2017,nt,male,75-79,57
2017,nt,male,80-84,42
2017,nt,male,85-89,35
2017,nt,male,90-94,16
2017,nt,male,95-99,2
2017,nt,male,not_stated,0
2017,qld,female,0-4,143
2017,qld,female,10-14,8
2017,qld,female,100+,282
2017,qld,female,15-19,42
2017,qld,female,20-24,36
2017,qld,female,25-29,65
2017,qld,female,30-34,82
2017,qld,female,35-39,95
2017,qld,female,40-44,168
2017,qld,female,45-49,248
2017,qld,female,5-9,10
2017,qld,female,50-54,326
2017,qld,female,55-59,484
2017,qld,female,60-64,609
2017,qld,female,65-69,932
2017,qld,female,70-74,1181
2017,qld,female,75-79,1542
2017,qld,female,80-84,2045
2017,qld,female,85-89,2697
2017,qld,female,90-94,2678
2017,qld,female,95-99,1237
2017,qld,female,not_stated,0
2017,qld,male,0-4,168
2017,qld,male,10-14,22
2017,qld,male,100+,72
2017,qld,male,15-19,44
2017,qld,male,20-24,137
2017,qld,male,25-29,119
2017,qld,male,30-34,179
2017,qld,male,35-39,187
2017,qld,male,40-44,316
2017,qld,male,45-49,404
2017,qld,male,5-9,17
2017,qld,male,50-54,510
2017,qld,male,55-59,774
2017,qld,male,60-64,1014
2017,qld,male,65-69,1473
2017,qld,male,70-74,1830
2017,qld,male,75-79,2139
2017,qld,male,80-84,2395
2017,qld,male,85-89,2500
2017,qld,male,90-94,1783
2017,qld,male,95-99,562
2017,qld,male,not_stated,0
2017,sa,female,0-4,34
2017,sa,female,10-14,6
2017,sa,female,100+,145
2017,sa,female,15-19,11
2017,sa,female,20-24,16
2017,sa,female,25-29,12
2017,sa,female,30-34,34
2017,sa,female,35-39,37
2017,sa,female,40-44,47
2017,sa,female,45-49,80
2017,sa,female,5-9,6
2017,sa,female,50-54,133
2017,sa,female,55-59,182
2017,sa,female,60-64,266
2017,sa,female,65-69,350
2017,sa,female,70-74,479
2017,sa,female,75-79,647
2017,sa,female,80-84,919
2017,sa,female,85-89,1418
2017,sa,female,90-94,1447
2017,sa,female,95-99,693
2017,sa,female,not_stated,0
2017,sa,male,0-4,34
2017,sa,male,10-14,6
2017,sa,male,100+,24
2017,sa,male,15-19,22
2017,sa,male,20-24,42
2017,sa,male,25-29,41
2017,sa,male,30-34,53
2017,sa,male,35-39,75
2017,sa,male,40-44,87
2017,sa,male,45-49,167
2017,sa,male,5-9,3
2017,sa,male,50-54,215
2017,sa,male,55-59,293
2017,sa,male,60-64,413
2017,sa,male,65-69,591
2017,sa,male,70-74,727
2017,sa,male,75-79,847
2017,sa,male,80-84,1057
2017,sa,male,85-89,1230
2017,sa,male,90-94,923
2017,sa,male,95-99,239
2017,sa,male,not_stated,0
2017,tas,female,0-4,12
2017,tas,female,10-14,1
2017,tas,female,100+,34
2017,tas,female,15-19,5
2017,tas,female,20-24,3
2017,tas,female,25-29,6
2017,tas,female,30-34,10
2017,tas,female,35-39,14
2017,tas,female,40-44,16
2017,tas,female,45-49,31
2017,tas,female,5-9,0
2017,tas,female,50-54,44
2017,tas,female,55-59,76
2017,tas,female,60-64,110
2017,tas,female,65-69,150
2017,tas,female,70-74,191
2017,tas,female,75-79,241
2017,tas,female,80-84,320
2017,tas,female,85-89,492
2017,tas,female,90-94,447
2017,tas,female,95-99,174
2017,tas,female,not_stated,0
2017,tas,male,0-4,12
2017,tas,male,10-14,1
2017,tas,male,100+,10
2017,tas,male,15-19,9
2017,tas,male,20-24,11
2017,tas,male,25-29,12
2017,tas,male,30-34,18
2017,tas,male,35-39,29
2017,tas,male,40-44,21
2017,tas,male,45-49,40
2017,tas,male,5-9,1
2017,tas,male,50-54,65
2017,tas,male,55-59,127
2017,tas,male,60-64,154
2017,tas,male,65-69,230
2017,tas,male,70-74,287
2017,tas,male,75-79,314
2017,tas,male,80-84,360
2017,tas,male,85-89,384
2017,tas,male,90-94,252
2017,tas,male,95-99,65
2017,tas,male,not_stated,0
2017,vic,female,0-4,135
2017,vic,female,10-14,13
2017,vic,female,100+,398
2017,vic,female,15-19,38
2017,vic,female,20-24,38
2017,vic,female,25-29,56
2017,vic,female,30-34,82
2017,vic,female,35-39,102
2017,vic,female,40-44,168
2017,vic,female,45-49,282
2017,vic,female,5-9,16
2017,vic,female,50-54,363
2017,vic,female,55-59,525
2017,vic,female,60-64,698
2017,vic,female,65-69,1037
2017,vic,female,70-74,1381
2017,vic,female,75-79,1885
2017,vic,female,80-84,2793
2017,vic,female,85-89,4055
2017,vic,female,90-94,4028
2017,vic,female,95-99,1842
2017,vic,female,not_stated,0
2017,vic,male,0-4,164
2017,vic,male,10-14,11
2017,vic,male,100+,101
2017,vic,male,15-19,50
2017,vic,male,20-24,87
2017,vic,male,25-29,141
2017,vic,male,30-34,156
2017,vic,male,35-39,202
2017,vic,male,40-44,257
2017,vic,male,45-49,394
2017,vic,male,5-9,17
2017,vic,male,50-54,516
2017,vic,male,55-59,768
2017,vic,male,60-64,1058
2017,vic,male,65-69,1493
2017,vic,male,70-74,2047
2017,vic,male,75-79,2474
2017,vic,male,80-84,3026
2017,vic,male,85-89,3725
2017,vic,male,90-94,2399
2017,vic,male,95-99,768
2017,vic,male,not_stated,2
2017,wa,female,0-4,47
2017,wa,female,10-14,6
2017,wa,female,100+,136
2017,wa,female,15-19,14
2017,wa,female,20-24,20
2017,wa,female,25-29,33
2017,wa,female,30-34,44
2017,wa,female,35-39,69
2017,wa,female,40-44,94
2017,wa,female,45-49,118
2017,wa,female,5-9,5
2017,wa,female,50-54,185
2017,wa,female,55-59,235
2017,wa,female,60-64,277
2017,wa,female,65-69,362
2017,wa,female,70-74,522
2017,wa,female,75-79,641
2017,wa,female,80-84,855
2017,wa,female,85-89,1295
2017,wa,female,90-94,1210
2017,wa,female,95-99,576
2017,wa,female,not_stated,2
2017,wa,male,0-4,70
2017,wa,male,10-14,12
2017,wa,male,100+,38
2017,wa,male,15-19,43
2017,wa,male,20-24,59
2017,wa,male,25-29,74
2017,wa,male,30-34,109
2017,wa,male,35-39,126
2017,wa,male,40-44,137
2017,wa,male,45-49,241
2017,wa,male,5-9,6
2017,wa,male,50-54,261
2017,wa,male,55-59,315
2017,wa,male,60-64,472
2017,wa,male,65-69,645
2017,wa,male,70-74,820
2017,wa,male,75-79,1002
2017,wa,male,80-84,1114
2017,wa,male,85-89,1186
2017,wa,male,90-94,788
2017,wa,male,95-99,231
2017,wa,male,not_stated,0
2018,act,female,0-4,14
2018,act,female,10-14,3
2018,act,female,100+,16
2018,act,female,15-19,1
2018,act,female,20-24,4
2018,act,female,25-29,1
2018,act,female,30-34,6
2018,act,female,35-39,9
2018,act,female,40-44,8
2018,act,female,45-49,17
2018,act,female,5-9,4
2018,act,female,50-54,29
2018,act,female,55-59,29
2018,act,female,60-64,44
2018,act,female,65-69,47
2018,act,female,70-74,81
2018,act,female,75-79,102
2018,act,female,80-84,130
2018,act,female,85-89,192
2018,act,female,90-94,216
2018,act,female,95-99,98
2018,act,female,not_stated,0
2018,act,male,0-4,12
2018,act,male,10-14,1
2018,act,male,100+,9
2018,act,male,15-19,7
2018,act,male,20-24,10
2018,act,male,25-29,7
2018,act,male,30-34,11
2018,act,male,35-39,12
2018,act,male,40-44,20
2018,act,male,45-49,29
2018,act,male,5-9,2
2018,act,male,50-54,30
2018,act,male,55-59,45
2018,act,male,60-64,79
2018,act,male,65-69,73
2018,act,male,70-74,86
2018,act,male,75-79,142
2018,act,male,80-84,169
2018,act,male,85-89,182
2018,act,male,90-94,114
2018,act,male,95-99,34
2018,act,male,not_stated,0
2018,nsw,female,0-4,162
2018,nsw,female,10-14,18
2018,nsw,female,100+,502
2018,nsw,female,15-19,41
2018,nsw,female,20-24,50
2018,nsw,female,25-29,76
2018,nsw,female,30-34,98
2018,nsw,female,35-39,138
2018,nsw,female,40-44,209
2018,nsw,female,45-49,351
2018,nsw,female,5-9,18
2018,nsw,female,50-54,481
2018,nsw,female,55-59,737
2018,nsw,female,60-64,978
2018,nsw,female,65-69,1341
2018,nsw,female,70-74,1972
2018,nsw,female,75-79,2567
2018,nsw,female,80-84,3595
2018,nsw,female,85-89,4974
2018,nsw,female,90-94,5144
2018,nsw,female,95-99,2395
2018,nsw,female,not_stated,0
2018,nsw,male,0-4,184
2018,nsw,male,10-14,26
2018,nsw,male,100+,126
2018,nsw,male,15-19,100
2018,nsw,male,20-24,165
2018,nsw,male,25-29,162
2018,nsw,male,30-34,205
2018,nsw,male,35-39,287
2018,nsw,male,40-44,348
2018,nsw,male,45-49,507
2018,nsw,male,5-9,20
2018,nsw,male,50-54,796
2018,nsw,male,55-59,1303
2018,nsw,male,60-64,1667
2018,nsw,male,65-69,2238
2018,nsw,male,70-74,3029
2018,nsw,male,75-79,3456
2018,nsw,male,80-84,4143
2018,nsw,male,85-89,4621
2018,nsw,male,90-94,3354
2018,nsw,male,95-99,1048
2018,nsw,male,not_stated,2
2018,nt,female,0-4,16
2018,nt,female,10-14,3
2018,nt,female,100+,3
2018,nt,female,15-19,6
2018,nt,female,20-24,1
2018,nt,female,25-29,6
2018,nt,female,30-34,9
2018,nt,female,35-39,9
2018,nt,female,40-44,16
2018,nt,female,45-49,24
2018,nt,female,5-9,0
2018,nt,female,50-54,31
2018,nt,female,55-59,37
2018,nt,female,60-64,53
2018,nt,female,65-69,46
2018,nt,female,70-74,41
2018,nt,female,75-79,42
2018,nt,female,80-84,55
2018,nt,female,85-89,35
2018,nt,female,90-94,26
2018,nt,female,95-99,12
2018,nt,female,not_stated,0
2018,nt,male,0-4,20
2018,nt,male,10-14,2
2018,nt,male,100+,0
2018,nt,male,15-19,7
2018,nt,male,20-24,15
2018,nt,male,25-29,13
2018,nt,male,30-34,20
2018,nt,male,35-39,28
2018,nt,male,40-44,20
2018,nt,male,45-49,37
2018,nt,male,5-9,0
2018,nt,male,50-54,45
2018,nt,male,55-59,49
2018,nt,male,60-64,71
2018,nt,male,65-69,61
2018,nt,male,70-74,67
2018,nt,male,75-79,72
2018,nt,male,80-84,60
2018,nt,male,85-89,33
2018,nt,male,90-94,16
2018,nt,male,95-99,3
2018,nt,male,not_stated,0
2018,qld,female,0-4,101
2018,qld,female,10-14,14
2018,qld,female,100+,239
2018,qld,female,15-19,35
2018,qld,female,20-24,42
2018,qld,female,25-29,37
2018,qld,female,30-34,71
2018,qld,female,35-39,93
2018,qld,female,40-44,150
2018,qld,female,45-49,243
2018,qld,female,5-9,10
2018,qld,female,50-54,325
2018,qld,female,55-59,497
2018,qld,female,60-64,631
2018,qld,female,65-69,849
