year,state,sex,age_band,deaths
2021,nsw,male,60-64,1609
2021,nsw,male,65-69,2248
2021,nsw,male,70-74,3117
2021,nsw,male,75-79,3872
2021,nsw,male,80-84,4580
2021,nsw,male,85-89,4714
2021,nsw,male,90-94,3730
2021,nsw,male,95-99,1341
2021,nsw,male,not_stated,2
2021,nt,female,0-4,8
2021,nt,female,10-14,0
2021,nt,female,100+,4
2021,nt,female,15-19,7
2021,nt,female,20-24,5
2021,nt,female,25-29,5
2021,nt,female,30-34,5
2021,nt,female,35-39,11
2021,nt,female,40-44,9
2021,nt,female,45-49,36
2021,nt,female,5-9,1
2021,nt,female,50-54,31
2021,nt,female,55-59,45
2021,nt,female,60-64,41
2021,nt,female,65-69,50
2021,nt,female,70-74,38
2021,nt,female,75-79,59
2021,nt,female,80-84,42
2021,nt,female,85-89,39
2021,nt,female,90-94,35
2021,nt,female,95-99,9
2021,nt,female,not_stated,0
2021,nt,male,0-4,24
2021,nt,male,10-14,1
2021,nt,male,100+,0
2021,nt,male,15-19,15
2021,nt,male,20-24,13
2021,nt,male,25-29,18
2021,nt,male,30-34,22
2021,nt,male,35-39,18
2021,nt,male,40-44,13
2021,nt,male,45-49,34
2021,nt,male,5-9,2
2021,nt,male,50-54,42
2021,nt,male,55-59,67
2021,nt,male,60-64,67
2021,nt,male,65-69,82
2021,nt,male,70-74,83
2021,nt,male,75-79,82
2021,nt,male,80-84,77
2021,nt,male,85-89,45
2021,nt,male,90-94,22
2021,nt,male,95-99,5
2021,nt,male,not_stated,0
2021,qld,female,0-4,146
2021,qld,female,10-14,17
2021,qld,female,100+,315
2021,qld,female,15-19,31
2021,qld,female,20-24,41
2021,qld,female,25-29,49
2021,qld,female,30-34,71
2021,qld,female,35-39,116
2021,qld,female,40-44,163
2021,qld,female,45-49,227
2021,qld,female,5-9,9
2021,qld,female,50-54,334
2021,qld,female,55-59,490
2021,qld,female,60-64,701
2021,qld,female,65-69,913
2021,qld,female,70-74,1343
2021,qld,female,75-79,1651
2021,qld,female,80-84,2267
2021,qld,female,85-89,2659
2021,qld,female,90-94,2821
2021,qld,female,95-99,1468
2021,qld,female,not_stated,0
2021,qld,male,0-4,136
2021,qld,male,10-14,21
2021,qld,male,100+,96
2021,qld,male,15-19,89
2021,qld,male,20-24,128
2021,qld,male,25-29,146
2021,qld,male,30-34,171
2021,qld,male,35-39,204
2021,qld,male,40-44,273
2021,qld,male,45-49,379
2021,qld,male,5-9,13
2021,qld,male,50-54,530
2021,qld,male,55-59,799
2021,qld,male,60-64,1064
2021,qld,male,65-69,1388
2021,qld,male,70-74,2147
2021,qld,male,75-79,2459
2021,qld,male,80-84,2802
2021,qld,male,85-89,2625
2021,qld,male,90-94,1883
2021,qld,male,95-99,673
2021,qld,male,not_stated,0
2021,sa,female,0-4,29
2021,sa,female,10-14,2
2021,sa,female,100+,194
2021,sa,female,15-19,13
2021,sa,female,20-24,11
2021,sa,female,25-29,16
2021,sa,female,30-34,26
2021,sa,female,35-39,48
2021,sa,female,40-44,56
2021,sa,female,45-49,78
2021,sa,female,5-9,4
2021,sa,female,50-54,112
2021,sa,female,55-59,189
2021,sa,female,60-64,236
2021,sa,female,65-69,374
2021,sa,female,70-74,500
2021,sa,female,75-79,700
2021,sa,female,80-84,946
2021,sa,female,85-89,1255
2021,sa,female,90-94,1424
2021,sa,female,95-99,850
2021,sa,female,not_stated,0
2021,sa,male,0-4,38
2021,sa,male,10-14,8
2021,sa,male,100+,47
2021,sa,male,15-19,26
2021,sa,male,20-24,35
2021,sa,male,25-29,44
2021,sa,male,30-34,50
2021,sa,male,35-39,65
2021,sa,male,40-44,82
2021,sa,male,45-49,120
2021,sa,male,5-9,5
2021,sa,male,50-54,219
2021,sa,male,55-59,320
2021,sa,male,60-64,418
2021,sa,male,65-69,590
2021,sa,male,70-74,784
2021,sa,male,75-79,869
2021,sa,male,80-84,1114
2021,sa,male,85-89,1197
2021,sa,male,90-94,1043
2021,sa,male,95-99,357
2021,sa,male,not_stated,0
2021,tas,female,0-4,14
2021,tas,female,10-14,4
2021,tas,female,100+,38
2021,tas,female,15-19,3
2021,tas,female,20-24,0
2021,tas,female,25-29,1
2021,tas,female,30-34,3
2021,tas,female,35-39,10
2021,tas,female,40-44,14
2021,tas,female,45-49,27
2021,tas,female,5-9,4
2021,tas,female,50-54,44
2021,tas,female,55-59,73
2021,tas,female,60-64,98
2021,tas,female,65-69,137
2021,tas,female,70-74,228
2021,tas,female,75-79,259
2021,tas,female,80-84,383
2021,tas,female,85-89,405
2021,tas,female,90-94,385
2021,tas,female,95-99,214
2021,tas,female,not_stated,0
2021,tas,male,0-4,15
2021,tas,male,10-14,6
2021,tas,male,100+,11
2021,tas,male,15-19,6
2021,tas,male,20-24,11
2021,tas,male,25-29,14
2021,tas,male,30-34,19
2021,tas,male,35-39,19
2021,tas,male,40-44,27
2021,tas,male,45-49,40
2021,tas,male,5-9,2
2021,tas,male,50-54,66
2021,tas,male,55-59,92
2021,tas,male,60-64,155
2021,tas,male,65-69,211
2021,tas,male,70-74,297
2021,tas,male,75-79,314
2021,tas,male,80-84,386
2021,tas,male,85-89,356
2021,tas,male,90-94,287
2021,tas,male,95-99,95
2021,tas,male,not_stated,0
2021,vic,female,0-4,126
2021,vic,female,10-14,13
2021,vic,female,100+,462
2021,vic,female,15-19,29
2021,vic,female,20-24,53
2021,vic,female,25-29,57
2021,vic,female,30-34,82
2021,vic,female,35-39,115
2021,vic,female,40-44,182
2021,vic,female,45-49,259
2021,vic,female,5-9,17
2021,vic,female,50-54,384
2021,vic,female,55-59,542
2021,vic,female,60-64,761
2021,vic,female,65-69,1005
2021,vic,female,70-74,1641
2021,vic,female,75-79,1931
2021,vic,female,80-84,2921
2021,vic,female,85-89,3825
2021,vic,female,90-94,4100
2021,vic,female,95-99,2116
2021,vic,female,not_stated,1
2021,vic,male,0-4,150
2021,vic,male,10-14,13
2021,vic,male,100+,122
2021,vic,male,15-19,63
2021,vic,male,20-24,101
2021,vic,male,25-29,138
2021,vic,male,30-34,191
2021,vic,male,35-39,206
2021,vic,male,40-44,255
2021,vic,male,45-49,394
2021,vic,male,5-9,16
2021,vic,male,50-54,631
2021,vic,male,55-59,901
2021,vic,male,60-64,1204
2021,vic,male,65-69,1538
2021,vic,male,70-74,2343
2021,vic,male,75-79,2731
2021,vic,male,80-84,3376
2021,vic,male,85-89,3543
2021,vic,male,90-94,2939
2021,vic,male,95-99,1007
2021,vic,male,not_stated,2
2021,wa,female,0-4,39
2021,wa,female,10-14,7
2021,wa,female,100+,166
2021,wa,female,15-19,9
2021,wa,female,20-24,29
2021,wa,female,25-29,33
2021,wa,female,30-34,43
2021,wa,female,35-39,59
2021,wa,female,40-44,74
2021,wa,female,45-49,118
2021,wa,female,5-9,1
2021,wa,female,50-54,141
2021,wa,female,55-59,236
2021,wa,female,60-64,320
2021,wa,female,65-69,440
2021,wa,female,70-74,578
2021,wa,female,75-79,716
2021,wa,female,80-84,1022
2021,wa,female,85-89,1291
2021,wa,female,90-94,1379
2021,wa,female,95-99,761
2021,wa,female,not_stated,1
2021,wa,male,0-4,55
2021,wa,male,10-14,15
2021,wa,male,100+,54
2021,wa,male,15-19,32
2021,wa,male,20-24,67
2021,wa,male,25-29,70
2021,wa,male,30-34,86
2021,wa,male,35-39,119
2021,wa,male,40-44,135
2021,wa,male,45-49,186
2021,wa,male,5-9,9
2021,wa,male,50-54,285
2021,wa,male,55-59,353
2021,wa,male,60-64,496
2021,wa,male,65-69,675
2021,wa,male,70-74,850
2021,wa,male,75-79,1065
2021,wa,male,80-84,1281
2021,wa,male,85-89,1266
2021,wa,male,90-94,962
2021,wa,male,95-99,364
2021,wa,male,not_stated,2
2022,act,female,0-4,7
2022,act,female,10-14,1
2022,act,female,100+,31
2022,act,female,15-19,1
2022,act,female,20-24,5
2022,act,female,25-29,4
2022,act,female,30-34,12
2022,act,female,35-39,12
2022,act,female,40-44,17
2022,act,female,45-49,9
2022,act,female,5-9,0
2022,act,female,50-54,32
2022,act,female,55-59,32
2022,act,female,60-64,45
2022,act,female,65-69,64
2022,act,female,70-74,110
2022,act,female,75-79,140
2022,act,female,80-84,182
2022,act,female,85-89,201
2022,act,female,90-94,223
2022,act,female,95-99,134
2022,act,female,not_stated,0
2022,act,male,0-4,13
2022,act,male,10-14,5
2022,act,male,100+,9
2022,act,male,15-19,5
2022,act,male,20-24,12
2022,act,male,25-29,12
2022,act,male,30-34,2
2022,act,male,35-39,20
2022,act,male,40-44,18
2022,act,male,45-49,26
2022,act,male,5-9,3
2022,act,male,50-54,30
2022,act,male,55-59,53
2022,act,male,60-64,69
2022,act,male,65-69,92
2022,act,male,70-74,142
2022,act,male,75-79,168
2022,act,male,80-84,189
2022,act,male,85-89,203
2022,act,male,90-94,161
2022,act,male,95-99,68
2022,act,male,not_stated,0
2022,nsw,female,0-4,142
2022,nsw,female,10-14,12
2022,nsw,female,100+,791
2022,nsw,female,15-19,38
2022,nsw,female,20-24,62
2022,nsw,female,25-29,67
2022,nsw,female,30-34,93
2022,nsw,female,35-39,148
2022,nsw,female,40-44,207
2022,nsw,female,45-49,319
2022,nsw,female,5-9,23
2022,nsw,female,50-54,517
2022,nsw,female,55-59,746
2022,nsw,female,60-64,1074
2022,nsw,female,65-69,1571
2022,nsw,female,70-74,2195
2022,nsw,female,75-79,3143
2022,nsw,female,80-84,4234
2022,nsw,female,85-89,5491
2022,nsw,female,90-94,5953
2022,nsw,female,95-99,3332
2022,nsw,female,not_stated,0
2022,nsw,male,0-4,170
2022,nsw,male,10-14,24
2022,nsw,male,100+,216
2022,nsw,male,15-19,95
2022,nsw,male,20-24,132
2022,nsw,male,25-29,170
2022,nsw,male,30-34,240
2022,nsw,male,35-39,300
2022,nsw,male,40-44,392
2022,nsw,male,45-49,533
2022,nsw,male,5-9,19
2022,nsw,male,50-54,833
2022,nsw,male,55-59,1248
2022,nsw,male,60-64,1866
2022,nsw,male,65-69,2472
2022,nsw,male,70-74,3368
2022,nsw,male,75-79,4401
2022,nsw,male,80-84,5165
2022,nsw,male,85-89,5374
2022,nsw,male,90-94,4271
2022,nsw,male,95-99,1533
2022,nsw,male,not_stated,0
2022,nt,female,0-4,19
2022,nt,female,10-14,4
2022,nt,female,100+,2
2022,nt,female,15-19,7
2022,nt,female,20-24,6
2022,nt,female,25-29,8
2022,nt,female,30-34,9
2022,nt,female,35-39,20
2022,nt,female,40-44,19
2022,nt,female,45-49,26
2022,nt,female,5-9,0
2022,nt,female,50-54,35
2022,nt,female,55-59,44
2022,nt,female,60-64,54
2022,nt,female,65-69,59
2022,nt,female,70-74,57
2022,nt,female,75-79,56
2022,nt,female,80-84,60
2022,nt,female,85-89,47
2022,nt,female,90-94,31
2022,nt,female,95-99,11
2022,nt,female,not_stated,1
2022,nt,male,0-4,19
2022,nt,male,10-14,4
2022,nt,male,100+,2
2022,nt,male,15-19,8
2022,nt,male,20-24,19
2022,nt,male,25-29,14
2022,nt,male,30-34,22
2022,nt,male,35-39,20
2022,nt,male,40-44,27
2022,nt,male,45-49,34
2022,nt,male,5-9,5
2022,nt,male,50-54,53
2022,nt,male,55-59,46
2022,nt,male,60-64,84
2022,nt,male,65-69,80
2022,nt,male,70-74,85
2022,nt,male,75-79,76
2022,nt,male,80-84,84
2022,nt,male,85-89,51
2022,nt,male,90-94,27
2022,nt,male,95-99,5
2022,nt,male,not_stated,0
2022,qld,female,0-4,153
2022,qld,female,10-14,19
2022,qld,female,100+,370
2022,qld,female,15-19,28
2022,qld,female,20-24,41
2022,qld,female,25-29,51
2022,qld,female,30-34,66
2022,qld,female,35-39,116
2022,qld,female,40-44,179
2022,qld,female,45-49,229
2022,qld,female,5-9,12
2022,qld,female,50-54,388
2022,qld,female,55-59,539
2022,qld,female,60-64,741
2022,qld,female,65-69,961
2022,qld,female,70-74,1452
2022,qld,female,75-79,2040
2022,qld,female,80-84,2407
2022,qld,female,85-89,3155
2022,qld,female,90-94,3055
2022,qld,female,95-99,1635
2022,qld,female,not_stated,0
2022,qld,male,0-4,173
2022,qld,male,10-14,27
2022,qld,male,100+,127
2022,qld,male,15-19,62
2022,qld,male,20-24,125
2022,qld,male,25-29,136
2022,qld,male,30-34,159
2022,qld,male,35-39,219
2022,qld,male,40-44,263
2022,qld,male,45-49,399
2022,qld,male,5-9,15
2022,qld,male,50-54,582
2022,qld,male,55-59,777
2022,qld,male,60-64,1225
2022,qld,male,65-69,1535
2022,qld,male,70-74,2182
2022,qld,male,75-79,3008
2022,qld,male,80-84,3286
2022,qld,male,85-89,3078
2022,qld,male,90-94,2326
2022,qld,male,95-99,819
2022,qld,male,not_stated,0
2022,sa,female,0-4,36
2022,sa,female,10-14,1
2022,sa,female,100+,214
2022,sa,female,15-19,11
2022,sa,female,20-24,17
2022,sa,female,25-29,25
2022,sa,female,30-34,24
2022,sa,female,35-39,38
2022,sa,female,40-44,49
2022,sa,female,45-49,69
2022,sa,female,5-9,6
2022,sa,female,50-54,124
2022,sa,female,55-59,189
2022,sa,female,60-64,303
2022,sa,female,65-69,383
2022,sa,female,70-74,531
2022,sa,female,75-79,820
2022,sa,female,80-84,1043
2022,sa,female,85-89,1385
2022,sa,female,90-94,1505
2022,sa,female,95-99,880
2022,sa,female,not_stated,0
2022,sa,male,0-4,35
2022,sa,male,10-14,1
2022,sa,male,100+,75
2022,sa,male,15-19,15
2022,sa,male,20-24,35
2022,sa,male,25-29,33
2022,sa,male,30-34,57
2022,sa,male,35-39,65
2022,sa,male,40-44,91
2022,sa,male,45-49,125
2022,sa,male,5-9,4
2022,sa,male,50-54,196
2022,sa,male,55-59,290
2022,sa,male,60-64,463
2022,sa,male,65-69,603
2022,sa,male,70-74,803
2022,sa,male,75-79,1030
2022,sa,male,80-84,1201
2022,sa,male,85-89,1271
2022,sa,male,90-94,995
2022,sa,male,95-99,409
2022,sa,male,not_stated,3
2022,tas,female,0-4,7
2022,tas,female,10-14,4
2022,tas,female,100+,42
2022,tas,female,15-19,3
2022,tas,female,20-24,5
2022,tas,female,25-29,3
2022,tas,female,30-34,5
2022,tas,female,35-39,15
2022,tas,female,40-44,13
2022,tas,female,45-49,33
2022,tas,female,5-9,0
2022,tas,female,50-54,53
2022,tas,female,55-59,60
2022,tas,female,60-64,121
2022,tas,female,65-69,172
2022,tas,female,70-74,207
2022,tas,female,75-79,304
2022,tas,female,80-84,342
2022,tas,female,85-89,428
2022,tas,female,90-94,425
2022,tas,female,95-99,196
2022,tas,female,not_stated,0
2022,tas,male,0-4,12
2022,tas,male,10-14,4
2022,tas,male,100+,16
2022,tas,male,15-19,9
2022,tas,male,20-24,7
2022,tas,male,25-29,17
2022,tas,male,30-34,21
2022,tas,male,35-39,15
2022,tas,male,40-44,28
2022,tas,male,45-49,50
2022,tas,male,5-9,2
2022,tas,male,50-54,71
2022,tas,male,55-59,101
2022,tas,male,60-64,174
2022,tas,male,65-69,228
2022,tas,male,70-74,335
2022,tas,male,75-79,393
2022,tas,male,80-84,400
2022,tas,male,85-89,435
2022,tas,male,90-94,297
2022,tas,male,95-99,93
2022,tas,male,not_stated,0
2022,vic,female,0-4,122
2022,vic,female,10-14,18
2022,vic,female,100+,602
2022,vic,female,15-19,28
2022,vic,female,20-24,52
2022,vic,female,25-29,62
2022,vic,female,30-34,102
2022,vic,female,35-39,128
2022,vic,female,40-44,180
2022,vic,female,45-49,303
2022,vic,female,5-9,13
2022,vic,female,50-54,479
2022,vic,female,55-59,550
2022,vic,female,60-64,833
2022,vic,female,65-69,1099
2022,vic,female,70-74,1736
2022,vic,female,75-79,2256
2022,vic,female,80-84,3220
2022,vic,female,85-89,4321
2022,vic,female,90-94,4592
2022,vic,female,95-99,2503
2022,vic,female,not_stated,0
2022,vic,male,0-4,131
2022,vic,male,10-14,19
2022,vic,male,100+,172
2022,vic,male,15-19,62
2022,vic,male,20-24,128
2022,vic,male,25-29,150
2022,vic,male,30-34,212
2022,vic,male,35-39,236
2022,vic,male,40-44,334
2022,vic,male,45-49,445
2022,vic,male,5-9,12
2022,vic,male,50-54,670
2022,vic,male,55-59,906
2022,vic,male,60-64,1288
2022,vic,male,65-69,1754
2022,vic,male,70-74,2539
2022,vic,male,75-79,3255
2022,vic,male,80-84,3900
2022,vic,male,85-89,4052
2022,vic,male,90-94,3281
2022,vic,male,95-99,1233
2022,vic,male,not_stated,0
2022,wa,female,0-4,48
2022,wa,female,10-14,6
2022,wa,female,100+,200
2022,wa,female,15-19,15
2022,wa,female,20-24,23
2022,wa,female,25-29,25
2022,wa,female,30-34,50
2022,wa,female,35-39,65
2022,wa,female,40-44,88
2022,wa,female,45-49,140
2022,wa,female,5-9,6
2022,wa,female,50-54,165
2022,wa,female,55-59,247
2022,wa,female,60-64,312
2022,wa,female,65-69,462
2022,wa,female,70-74,614
2022,wa,female,75-79,807
2022,wa,female,80-84,1126
2022,wa,female,85-89,1417
2022,wa,female,90-94,1454
2022,wa,female,95-99,809
2022,wa,female,not_stated,2
2022,wa,male,0-4,51
2022,wa,male,10-14,6
2022,wa,male,100+,45
2022,wa,male,15-19,29
2022,wa,male,20-24,56
2022,wa,male,25-29,84
2022,wa,male,30-34,104
2022,wa,male,35-39,122
2022,wa,male,40-44,149
2022,wa,male,45-49,196
2022,wa,male,5-9,21
2022,wa,male,50-54,305
2022,wa,male,55-59,391
2022,wa,male,60-64,555
2022,wa,male,65-69,693
2022,wa,male,70-74,941
2022,wa,male,75-79,1258
2022,wa,male,80-84,1357
2022,wa,male,85-89,1417
2022,wa,male,90-94,1069
2022,wa,male,95-99,368
2022,wa,male,not_stated,1
2023,act,female,0-4,13
2023,act,female,10-14,1
2023,act,female,100+,15
2023,act,female,15-19,0
2023,act,female,20-24,3
2023,act,female,25-29,3
2023,act,female,30-34,10
2023,act,female,35-39,14
2023,act,female,40-44,15
2023,act,female,45-49,15
2023,act,female,5-9,4
2023,act,female,50-54,24
2023,act,female,55-59,38
2023,act,female,60-64,39
2023,act,female,65-69,59
2023,act,female,70-74,71
2023,act,female,75-79,149
2023,act,female,80-84,158
2023,act,female,85-89,201
2023,act,female,90-94,193
2023,act,female,95-99,126
2023,act,female,not_stated,0
2023,act,male,0-4,16
2023,act,male,10-14,2
2023,act,male,100+,10
2023,act,male,15-19,6
2023,act,male,20-24,6
2023,act,male,25-29,9
2023,act,male,30-34,14
2023,act,male,35-39,12
2023,act,male,40-44,12
2023,act,male,45-49,37
2023,act,male,5-9,1
2023,act,male,50-54,37
2023,act,male,55-59,47
2023,act,male,60-64,54
2023,act,male,65-69,84
2023,act,male,70-74,98
2023,act,male,75-79,189
2023,act,male,80-84,214
2023,act,male,85-89,194
2023,act,male,90-94,150
2023,act,male,95-99,66
2023,act,male,not_stated,0
2023,nsw,female,0-4,136
2023,nsw,female,10-14,21
2023,nsw,female,100+,710
2023,nsw,female,15-19,33
2023,nsw,female,20-24,54
2023,nsw,female,25-29,67
2023,nsw,female,30-34,103
2023,nsw,female,35-39,137
2023,nsw,female,40-44,203
2023,nsw,female,45-49,292
2023,nsw,female,5-9,10
2023,nsw,female,50-54,486
2023,nsw,female,55-59,700
2023,nsw,female,60-64,1096
2023,nsw,female,65-69,1479
2023,nsw,female,70-74,2051
2023,nsw,female,75-79,3129
2023,nsw,female,80-84,4139
2023,nsw,female,85-89,5098
2023,nsw,female,90-94,5419
2023,nsw,female,95-99,2978
2023,nsw,female,not_stated,0
2023,nsw,male,0-4,166
2023,nsw,male,10-14,31
2023,nsw,male,100+,211
2023,nsw,male,15-19,85
2023,nsw,male,20-24,133
2023,nsw,male,25-29,164
2023,nsw,male,30-34,185
2023,nsw,male,35-39,267
2023,nsw,male,40-44,373
2023,nsw,male,45-49,525
2023,nsw,male,5-9,19
2023,nsw,male,50-54,827
2023,nsw,male,55-59,1105
2023,nsw,male,60-64,1736
2023,nsw,male,65-69,2366
2023,nsw,male,70-74,3245
2023,nsw,male,75-79,4373
2023,nsw,male,80-84,5013
2023,nsw,male,85-89,5087
2023,nsw,male,90-94,3748
2023,nsw,male,95-99,1451
2023,nsw,male,not_stated,0
2023,nt,female,0-4,16
2023,nt,female,10-14,0
2023,nt,female,100+,1
2023,nt,female,15-19,1
2023,nt,female,20-24,1
2023,nt,female,25-29,14
2023,nt,female,30-34,7
2023,nt,female,35-39,15
2023,nt,female,40-44,17
2023,nt,female,45-49,21
2023,nt,female,5-9,2
2023,nt,female,50-54,36
2023,nt,female,55-59,34
2023,nt,female,60-64,41
2023,nt,female,65-69,73
2023,nt,female,70-74,69
2023,nt,female,75-79,45
2023,nt,female,80-84,63
2023,nt,female,85-89,41
2023,nt,female,90-94,36
2023,nt,female,95-99,15
2023,nt,female,not_stated,0
2023,nt,male,0-4,16
2023,nt,male,10-14,0
2023,nt,male,100+,2
2023,nt,male,15-19,8
2023,nt,male,20-24,9
2023,nt,male,25-29,14
2023,nt,male,30-34,19
2023,nt,male,35-39,22
2023,nt,male,40-44,25
2023,nt,male,45-49,30
2023,nt,male,5-9,3
2023,nt,male,50-54,55
2023,nt,male,55-59,70
2023,nt,male,60-64,69
2023,nt,male,65-69,77
2023,nt,male,70-74,86
2023,nt,male,75-79,66
2023,nt,male,80-84,66
2023,nt,male,85-89,43
2023,nt,male,90-94,13
2023,nt,male,95-99,6
2023,nt,male,not_stated,0
2023,qld,female,0-4,131
2023,qld,female,10-14,17
2023,qld,female,100+,343
2023,qld,female,15-19,32
2023,qld,female,20-24,41
2023,qld,female,25-29,58
2023,qld,female,30-34,77
2023,qld,female,35-39,116
2023,qld,female,40-44,160
2023,qld,female,45-49,235
2023,qld,female,5-9,16
2023,qld,female,50-54,357
2023,qld,female,55-59,484
2023,qld,female,60-64,744
2023,qld,female,65-69,1015
2023,qld,female,70-74,1365
2023,qld,female,75-79,2009
2023,qld,female,80-84,2484
2023,qld,female,85-89,2851
2023,qld,female,90-94,2884
2023,qld,female,95-99,1572
2023,qld,female,not_stated,0
2023,qld,male,0-4,175
2023,qld,male,10-14,21
2023,qld,male,100+,95
2023,qld,male,15-19,71
2023,qld,male,20-24,117
2023,qld,male,25-29,157
2023,qld,male,30-34,153
2023,qld,male,35-39,194
2023,qld,male,40-44,295
2023,qld,male,45-49,356
2023,qld,male,5-9,17
2023,qld,male,50-54,572
2023,qld,male,55-59,790
2023,qld,male,60-64,1189
2023,qld,male,65-69,1567
2023,qld,male,70-74,2122
2023,qld,male,75-79,2843
2023,qld,male,80-84,3054
2023,qld,male,85-89,3007
2023,qld,male,90-94,2074
2023,qld,male,95-99,762
2023,qld,male,not_stated,0
2023,sa,female,0-4,24
2023,sa,female,10-14,6
2023,sa,female,100+,196
2023,sa,female,15-19,9
2023,sa,female,20-24,10
2023,sa,female,25-29,13
2023,sa,female,30-34,22
2023,sa,female,35-39,36
2023,sa,female,40-44,52
2023,sa,female,45-49,78
2023,sa,female,5-9,1
2023,sa,female,50-54,123
2023,sa,female,55-59,188
2023,sa,female,60-64,281
2023,sa,female,65-69,379
2023,sa,female,70-74,537
2023,sa,female,75-79,842
2023,sa,female,80-84,1049
2023,sa,female,85-89,1315
2023,sa,female,90-94,1413
2023,sa,female,95-99,863
2023,sa,female,not_stated,0
2023,sa,male,0-4,35
2023,sa,male,10-14,15
2023,sa,male,100+,58
2023,sa,male,15-19,16
2023,sa,male,20-24,29
2023,sa,male,25-29,40
2023,sa,male,30-34,38
2023,sa,male,35-39,66
2023,sa,male,40-44,91
2023,sa,male,45-49,131
2023,sa,male,5-9,9
2023,sa,male,50-54,221
2023,sa,male,55-59,303
2023,sa,male,60-64,462
2023,sa,male,65-69,601
2023,sa,male,70-74,789
2023,sa,male,75-79,1099
2023,sa,male,80-84,1248
2023,sa,male,85-89,1321
2023,sa,male,90-94,1056
2023,sa,male,95-99,433
2023,sa,male,not_stated,0
2023,tas,female,0-4,9
2023,tas,female,10-14,2
2023,tas,female,100+,59
2023,tas,female,15-19,6
2023,tas,female,20-24,1
2023,tas,female,25-29,9
2023,tas,female,30-34,2
2023,tas,female,35-39,13
2023,tas,female,40-44,9
2023,tas,female,45-49,19
2023,tas,female,5-9,0
2023,tas,female,50-54,61
2023,tas,female,55-59,52
2023,tas,female,60-64,103
2023,tas,female,65-69,138
2023,tas,female,70-74,195
2023,tas,female,75-79,341
2023,tas,female,80-84,371
2023,tas,female,85-89,477
2023,tas,female,90-94,404
2023,tas,female,95-99,202
2023,tas,female,not_stated,0
2023,tas,male,0-4,14
2023,tas,male,10-14,1
2023,tas,male,100+,10
2023,tas,male,15-19,3
2023,tas,male,20-24,8
2023,tas,male,25-29,9
2023,tas,male,30-34,16
2023,tas,male,35-39,20
2023,tas,male,40-44,33
2023,tas,male,45-49,46
2023,tas,male,5-9,2
2023,tas,male,50-54,77
2023,tas,male,55-59,99
2023,tas,male,60-64,123
2023,tas,male,65-69,220
2023,tas,male,70-74,287
2023,tas,male,75-79,403
2023,tas,male,80-84,429
2023,tas,male,85-89,387
2023,tas,male,90-94,304
2023,tas,male,95-99,105
2023,tas,male,not_stated,0
2023,vic,female,0-4,100
2023,vic,female,10-14,15
2023,vic,female,100+,511
2023,vic,female,15-19,28
2023,vic,female,20-24,39
2023,vic,female,25-29,82
2023,vic,female,30-34,110
2023,vic,female,35-39,125
2023,vic,female,40-44,213
2023,vic,female,45-49,243
2023,vic,female,5-9,17
2023,vic,female,50-54,407
2023,vic,female,55-59,539
2023,vic,female,60-64,820
2023,vic,female,65-69,1104
2023,vic,female,70-74,1650
2023,vic,female,75-79,2261
2023,vic,female,80-84,3105
2023,vic,female,85-89,4069
2023,vic,female,90-94,4093
2023,vic,female,95-99,2324
2023,vic,female,not_stated,0
2023,vic,male,0-4,124
2023,vic,male,10-14,24
2023,vic,male,100+,157
2023,vic,male,15-19,94
2023,vic,male,20-24,123
2023,vic,male,25-29,159
2023,vic,male,30-34,192
2023,vic,male,35-39,202
2023,vic,male,40-44,313
2023,vic,male,45-49,430
2023,vic,male,5-9,20
2023,vic,male,50-54,637
2023,vic,male,55-59,874
2023,vic,male,60-64,1270
2023,vic,male,65-69,1723
2023,vic,male,70-74,2278
2023,vic,male,75-79,3208
2023,vic,male,80-84,3666
2023,vic,male,85-89,3879
2023,vic,male,90-94,2949
2023,vic,male,95-99,1149
2023,vic,male,not_stated,0
2023,wa,female,0-4,46
2023,wa,female,10-14,6
2023,wa,female,100+,197
2023,wa,female,15-19,11
2023,wa,female,20-24,32
2023,wa,female,25-29,28
2023,wa,female,30-34,53
2023,wa,female,35-39,61
2023,wa,female,40-44,97
2023,wa,female,45-49,124
2023,wa,female,5-9,5
2023,wa,female,50-54,186
2023,wa,female,55-59,223
2023,wa,female,60-64,307
2023,wa,female,65-69,432
2023,wa,female,70-74,646
2023,wa,female,75-79,841
2023,wa,female,80-84,1129
2023,wa,female,85-89,1459
2023,wa,female,90-94,1449
2023,wa,female,95-99,800
2023,wa,female,not_stated,0
2023,wa,male,0-4,63
2023,wa,male,10-14,6
2023,wa,male,100+,46
2023,wa,male,15-19,38
2023,wa,male,20-24,56
2023,wa,male,25-29,69
2023,wa,male,30-34,99
2023,wa,male,35-39,143
2023,wa,male,40-44,161
2023,wa,male,45-49,194
2023,wa,male,5-9,6
2023,wa,male,50-54,298
2023,wa,male,55-59,378
2023,wa,male,60-64,496
2023,wa,male,65-69,734
2023,wa,male,70-74,984
2023,wa,male,75-79,1205
2023,wa,male,80-84,1407
2023,wa,male,85-89,1433
2023,wa,male,90-94,1102
2023,wa,male,95-99,424
2023,wa,male,not_stated,1
2024,act,female,0-4,5
2024,act,female,10-14,4
2024,act,female,100+,25
2024,act,female,15-19,0
2024,act,female,20-24,1
2024,act,female,25-29,5
2024,act,female,30-34,7
2024,act,female,35-39,10
2024,act,female,40-44,10
2024,act,female,45-49,11
