tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
10,7561842,7657939,7767924,7852458,7879719,0,0,0,0,0,3782074,3829918,3885263,3927190,3940435,3779768,3828021,3882661,3925268,3939284,614549,641170,694122,771601,807874,419039,421661,423599,426393,431518,358915,387803,394872,398776,403833,401468,436612,446735,452434,463322,29089,31644,36286,43955,48385,28238,31186,35345,39003,50254,6574,7807,8522,9489,10210,10664,13237,15264,16427,17762,3287,3906,4430,4914,5376,13520,14859,17689,20883,25653,41657,44615,50459,55548,62342,1391363,1452707,1527803,1618519,1703078,374748,385885,400890,408205,423397,234921,241070,249235,254779,262311,3,3,3,3,3,7589108,7683598,7782831,7862864,7888570,104700,108584,121029,125261,139654,29089,31644,36286,43955,48385,6574,7807,8522,9489,10210,3287,3906,4430,4914,5376,1471,1617,1922,2073,2254,8987,10061,11407,13172,15572,16764,19643,20904,24961,37004,10664,13237,15264,16427,17762,13520,14859,17689,20883,25653,134,148,169,195,231
11,7536372,7633154,7753994,7842203,7871520,0,0,0,0,0,3769430,3817604,3878381,3922084,3936791,3766942,3815550,3875613,3920119,3935021,633943,663750,720175,805396,846479,416804,419668,421795,424763,430285,352524,383011,390610,394764,400192,397494,435547,446590,452768,464646,29666,32371,36876,44547,49168,28012,30964,34897,38512,49180,6482,7561,8187,9098,9715,10405,13026,15143,16341,17608,3276,3876,4429,4990,5488,13507,14892,17833,20871,25732,41945,44763,50807,55815,62802,1408790,1474784,1554772,1653835,1741194,365736,377681,393411,401300,417447,229954,236539,245240,251180,259248,3,3,3,3,3,7561842,7657939,7767924,7852458,7879719,105155,109103,121286,125472,139821,29666,32371,36876,44547,49168,6482,7561,8187,9098,9715,3276,3876,4429,4990,5488,1613,1756,2043,2186,2368,8971,9942,11275,12992,15312,16461,19367,20580,24458,35915,10405,13026,15143,16341,17608,13507,14892,17833,20871,25732,117,159,177,201,240
12,7513341,7609574,7741398,7832848,7866136,0,0,0,0,0,3758348,3806062,3872287,3917536,3934376,3754993,3803512,3869111,3915312,3931760,654677,687234,746970,840029,886102,414325,417445,419746,422886,428792,346419,378548,386535,390999,396769,393276,434213,446202,452868,465747,30466,33246,38065,45508,50372,27516,30515,34466,37850,48465,6443,7498,8120,8896,9534,10648,13127,15272,16476,17689,3271,3858,4344,4855,5293,13502,14828,17693,20695,25482,42683,45361,51100,56558,63769,1424901,1495518,1579677,1687452,1776520,356955,369720,386008,394452,411511,225205,232139,241336,247617,256197,3,3,3,3,3,7536372,7633154,7753994,7842203,7871520,104819,108645,121227,125015,139463,30466,33246,38065,45508,50372,6443,7498,8120,8896,9534,3271,3858,4344,4855,5293,1536,1694,1995,2148,2338,8693,9724,11024,12822,15207,16267,19165,20375,24157,35286,10648,13127,15272,16476,17689,13502,14828,17693,20695,25482,128,145,166,176,213
13,7491533,7586652,7729065,7823655,7860268,0,0,0,0,0,3747468,3794680,3866253,3913041,3931514,3744065,3791972,3862812,3910614,3928754,676336,711529,774265,875832,926416,411726,415178,417599,420919,427288,340655,374171,382611,387327,393417,389227,432844,445797,452962,466870,31332,34001,38826,46059,51122,27707,30554,34364,37722,47782,6353,7421,8045,8957,9572,10673,13243,15383,16544,17847,3097,3630,4081,4552,4922,13562,14900,17839,20883,25718,43075,46109,51405,56833,64202,1439978,1515647,1603206,1719280,1809680,348220,361758,378773,387736,405713,220915,228154,237761,244347,253372,3,3,3,3,3,7513341,7609574,7741398,7832848,7866136,105114,108988,121462,125036,140003,31332,34001,38826,46059,51122,6353,7421,8045,8957,9572,3097,3630,4081,4552,4922,1488,1657,1957,2127,2274,8874,9819,11209,12846,15244,16437,19063,20259,23903,34542,10673,13243,15383,16544,17847,13562,14900,17839,20883,25718,131,159,179,199,242
14,7471845,7564695,7718064,7815120,7855456,0,0,0,0,0,3737713,3783875,3861034,3909018,3929323,3734132,3780820,3857030,3906102,3926133,698389,736062,801595,911685,966995,409253,413019,415551,419037,425852,335035,369902,378756,383763,390196,385035,431385,445209,452855,467786,32046,34679,39495,46581,51832,27206,29983,33948,37093,46821,6159,7204,7766,8545,9060,10522,13137,15365,16432,17781,3128,3725,4193,4685,5054,13442,14843,17791,20713,25401,43509,46332,51617,57367,64692,1455117,1535905,1626333,1750557,1841164,340104,354357,371906,381363,400235,216496,224023,234079,240970,250518,3,3,3,3,3,7491533,7586652,7729065,7823655,7860268,105470,109563,122070,125672,140335,32046,34679,39495,46581,51832,6159,7204,7766,8545,9060,3128,3725,4193,4685,5054,1508,1733,1984,2175,2356,8661,9531,10917,12678,14987,16115,18767,20041,23465,33707,10522,13137,15365,16432,17781,13442,14843,17791,20713,25401,137,151,173,200,230
15,7453928,7543480,7707699,7807347,7851260,0,0,0,0,0,3728639,3773195,3855679,3905136,3927233,3725289,3770285,3852020,3902221,3924027,721020,761105,829397,947990,1008188,407133,411158,413867,417496,424741,329627,365845,375136,380346,387045,380559,429777,444551,452683,468586,32552,35107,40060,47038,52405,27182,29700,33502,36917,46203,6160,7117,7675,8434,8924,10361,12957,15209,16240,17623,3206,3717,4164,4617,5015,13579,14907,17703,20639,25239,43811,46685,52104,57699,65121,1468899,1555050,1650678,1780226,1870459,332152,347125,365121,375112,394752,212202,220051,230472,237648,247607,3,3,3,3,3,7471845,7564695,7718064,7815120,7855456,105298,109273,121596,125268,140041,32552,35107,40060,47038,52405,6160,7117,7675,8434,8924,3206,3717,4164,4617,5015,1623,1826,2056,2188,2369,8630,9581,10943,12612,14897,15896,18401,19646,23200,32993,10361,12957,15209,16240,17623,13579,14907,17703,20639,25239,139,162,179,209,232
16,7437733,7523341,7696914,7800900,7847386,0,0,0,0,0,3720130,3762742,3849878,3901861,3925139,3717603,3760599,3847036,3899039,3922247,744281,786795,857751,983593,1049858,404840,409145,412000,415813,423483,324396,361862,371591,376976,383970,376360,428328,443860,452440,469383,33210,35788,40939,47662,53058,27062,29704,33381,36400,45469,6008,6949,7471,8212,8646,10404,12885,15055,16139,17458,3065,3549,3951,4386,4776,13420,14820,17623,20621,25361,44132,47044,52603,58174,65322,1482004,1572984,1674013,1808375,1900333,324509,340160,358581,369068,389472,208169,216332,227062,234510,244868,3,3,3,3,3,7453928,7543480,7707699,7807347,7851260,105254,108828,121908,125060,139830,33210,35788,40939,47662,53058,6008,6949,7471,8212,8646,3065,3549,3951,4386,4776,1651,1872,2164,2305,2521,8604,9505,10918,12571,14769,15851,18344,19557,22580,32065,10404,12885,15055,16139,17458,13420,14820,17623,20621,25361,125,151,168,184,220
17,7422554,7503578,7685486,7795348,7844077,0,0,0,0,0,3712602,3753056,3844175,3899133,3923574,3709952,3750522,3841311,3896215,3920503,767999,812961,886375,1019067,1091975,402424,407004,410039,413947,422024,319392,357974,368072,373663,380929,372101,426710,443177,452248,470211,33796,36367,41622,48241,53752,27063,29710,33275,36504,45300,6137,7055,7555,8252,8691,10301,12846,15174,16241,17572,2912,3406,3820,4305,4636,13432,14805,17528,20621,25267,44504,47509,53177,58848,65994,1494313,1590504,1696569,1835269,1933862,316870,333231,351960,362922,384058,204278,212713,223824,231512,242263,3,3,3,3,3,7437733,7523341,7696914,7800900,7847386,105211,108998,121758,124883,139564,33796,36367,41622,48241,53752,6137,7055,7555,8252,8691,2912,3406,3820,4305,4636,1651,1854,2145,2290,2507,8778,9629,11001,12648,14897,15683,18138,19408,22641,31698,10301,12846,15174,16241,17572,13432,14805,17528,20621,25267,121,152,169,183,218
18,7401790,7484651,7678359,7789172,7841382,0,0,0,0,0,3701758,3743246,3840354,3895710,3921980,3700032,3741405,3838005,3893462,3919402,792207,839572,915434,1055887,1134643,400350,405143,408302,412412,420844,314532,354121,364679,370443,377945,367812,425054,442437,451992,470917,34460,36892,42393,49083,54606,26890,29405,33046,36135,44790,5897,6866,7349,8018,8387,10395,12815,15130,16207,17525,2997,3510,3928,4332,4667,13391,14738,17561,20486,25206,45041,47948,53790,59197,66667,1506010,1607075,1718483,1861217,1966683,309564,326536,345582,356994,378909,200468,209144,220540,228488,239653,3,3,3,3,3,7422554,7503578,7685486,7795348,7844077,105547,109458,122369,125719,140179,34460,36892,42393,49083,54606,5897,6866,7349,8018,8387,2997,3510,3928,4332,4667,1614,1868,2120,2238,2489,8574,9564,10939,12549,14819,15653,18017,19272,22380,31288,10395,12815,15130,16207,17525,13391,14738,17561,20486,25206,125,146,176,192,238
19,7379853,7466558,7671921,7781982,7838803,0,0,0,0,0,3690658,3734025,3837038,3891917,3920590,3689195,3732565,3834883,3890065,3918213,817297,867003,945034,1093151,1177825,398263,403258,406579,410845,419633,309809,350307,361128,367033,374732,363614,423385,441617,451663,471593,35340,37626,43321,49512,55441,27239,29763,33219,36324,44591,5727,6654,7186,7872,8189,10299,12699,15050,16210,17586,3047,3550,3898,4293,4584,13515,14834,17623,20560,25274,45732,48831,54615,59808,67330,1516844,1622714,1739204,1885613,1997950,302520,320067,339421,351361,374008,196731,205601,217268,225406,236981,3,3,3,3,3,7401790,7484651,7678359,7789172,7841382,105458,109340,122489,125635,140461,35340,37626,43321,49512,55441,5727,6654,7186,7872,8189,3047,3550,3898,4293,4584,1671,1917,2248,2402,2635,8698,9530,10990,12535,14814,15798,18173,19473,22311,30951,10299,12699,15050,16210,17586,13515,14834,17623,20560,25274,127,151,176,192,216
20,7358890,7449824,7666776,7775627,7837093,0,0,0,0,0,3680234,3725932,3834486,3888795,3919667,3678656,3724007,3832290,3886832,3917426,842544,894646,974820,1130763,1221434,395891,401119,404570,408939,418131,305383,346611,357756,363814,371739,359287,421558,440627,451188,472059,35642,37986,43716,49994,55954,26715,29085,32419,35527,43272,5797,6646,7080,7744,8065,10376,12952,15316,16296,17692,2965,3424,3731,4125,4448,13344,14586,17389,20310,25060,45923,48963,54798,60087,67542,1527444,1638304,1759851,1909488,2028790,295687,313882,333432,345819,369100,193165,202283,214159,222472,234407,3,3,3,3,3,7379853,7466558,7671921,7781982,7838803,106851,110368,123187,126746,141098,35642,37986,43716,49994,55954,5797,6646,7080,7744,8065,2965,3424,3731,4125,4448,1625,1906,2174,2291,2601,8458,9262,10623,12183,14354,15679,17833,19057,21815,29998,10376,12952,15316,16296,17692,13344,14586,17389,20310,25060,143,165,187,199,237
21,7338756,7433988,7661619,7769099,7835275,0,0,0,0,0,3670350,3718246,3832048,3885826,3918996,3668406,3715742,3829571,3883359,3916279,868160,922600,1004566,1168180,1264779,393746,399208,402788,407296,416867,300849,342870,354335,360504,368609,354762,419608,439543,450612,472458,35637,38056,43863,49817,55725,26799,29096,32276,35344,43071,5769,6596,7036,7612,7874,10452,12795,15294,16331,17803,2978,3364,3683,4084,4412,13257,14530,17187,19959,24854,45937,49053,54765,59852,67170,1537833,1653104,1779609,1932387,2058277,289027,307804,327460,340333,364211,189679,199023,211145,219615,231856,3,3,3,3,3,7358890,7449824,7666776,7775627,7837093,105878,109807,121789,125912,140229,35637,38056,43863,49817,55725,5769,6596,7036,7612,7874,2978,3364,3683,4084,4412,1690,1953,2252,2336,2642,8642,9437,10824,12409,14551,15400,17466,18718,21354,29454,10452,12795,15294,16331,17803,13257,14530,17187,19959,24854,127,149,170,190,228
22,7319480,7419291,7656882,7764191,7834189,0,0,0,0,0,3660574,3710535,3829401,3882997,3918128,3658906,3708756,3827481,3881194,3916061,894833,951510,1035053,1206321,1309116,391620,397329,401062,405678,415686,296915,339563,351224,357585,365863,350580,417823,438583,450151,472923,36347,39041,45303,50740,56908,26636,28821,32134,34930,42140,5546,6362,6787,7340,7532,10426,12770,15143,16316,17682,2903,3292,3660,3975,4314,13343,14596,17362,20137,24950,46605,49813,55869,60487,67988,1546775,1666886,1798185,1953215,2085900,282769,302073,321819,335174,359610,186303,195881,208195,216870,229408,3,3,3,3,3,7338756,7433988,7661619,7769099,7835275,105797,109244,121709,125517,139497,36347,39041,45303,50740,56908,5546,6362,6787,7340,7532,2903,3292,3660,3975,4314,1699,2010,2276,2385,2727,8484,9265,10761,12385,14621,15315,17339,18550,21086,28584,10426,12770,15143,16316,17682,13343,14596,17362,20137,24950,127,152,180,187,224
