tick,population_p05,population_p25,population_p50,population_p75,population_p95,invalid_age_p05,invalid_age_p25,invalid_age_p50,invalid_age_p75,invalid_age_p95,males_p05,males_p25,males_p50,males_p75,males_p95,females_p05,females_p25,females_p50,females_p75,females_p95,age_00_04_p05,age_00_04_p25,age_00_04_p50,age_00_04_p75,age_00_04_p95,age_20_24_p05,age_20_24_p25,age_20_24_p50,age_20_24_p75,age_20_24_p95,age_65_69_p05,age_65_69_p25,age_65_69_p50,age_65_69_p75,age_65_69_p95,age_85_plus_p05,age_85_plus_p25,age_85_plus_p50,age_85_plus_p75,age_85_plus_p95,births_this_tick_p05,births_this_tick_p25,births_this_tick_p50,births_this_tick_p75,births_this_tick_p95,deaths_this_tick_p05,deaths_this_tick_p25,deaths_this_tick_p50,deaths_this_tick_p75,deaths_this_tick_p95,overseas_arrivals_this_tick_p05,overseas_arrivals_this_tick_p25,overseas_arrivals_this_tick_p50,overseas_arrivals_this_tick_p75,overseas_arrivals_this_tick_p95,overseas_departures_this_tick_p05,overseas_departures_this_tick_p25,overseas_departures_this_tick_p50,overseas_departures_this_tick_p75,overseas_departures_this_tick_p95,internal_arrivals_this_tick_p05,internal_arrivals_this_tick_p25,internal_arrivals_this_tick_p50,internal_arrivals_this_tick_p75,internal_arrivals_this_tick_p95,internal_departures_this_tick_p05,internal_departures_this_tick_p25,internal_departures_this_tick_p50,internal_departures_this_tick_p75,internal_departures_this_tick_p95,locked_out_p05,locked_out_p25,locked_out_p50,locked_out_p75,locked_out_p95,vacant_birth_slots_p05,vacant_birth_slots_p25,vacant_birth_slots_p50,vacant_birth_slots_p75,vacant_birth_slots_p95,vacant_overseas_slots_p05,vacant_overseas_slots_p25,vacant_overseas_slots_p50,vacant_overseas_slots_p75,vacant_overseas_slots_p95,vacant_internal_slots_p05,vacant_internal_slots_p25,vacant_internal_slots_p50,vacant_internal_slots_p75,vacant_internal_slots_p95,max_generation_p05,max_generation_p25,max_generation_p50,max_generation_p75,max_generation_p95,fired_age_monthly_p05,fired_age_monthly_p25,fired_age_monthly_p50,fired_age_monthly_p75,fired_age_monthly_p95,fired_clear_event_p05,fired_clear_event_p25,fired_clear_event_p50,fired_clear_event_p75,fired_clear_event_p95,fired_birth_activate_p05,fired_birth_activate_p25,fired_birth_activate_p50,fired_birth_activate_p75,fired_birth_activate_p95,fired_overseas_arrive_p05,fired_overseas_arrive_p25,fired_overseas_arrive_p50,fired_overseas_arrive_p75,fired_overseas_arrive_p95,fired_internal_arrive_p05,fired_internal_arrive_p25,fired_internal_arrive_p50,fired_internal_arrive_p75,fired_internal_arrive_p95,fired_die_young_p05,fired_die_young_p25,fired_die_young_p50,fired_die_young_p75,fired_die_young_p95,fired_die_adult_p05,fired_die_adult_p25,fired_die_adult_p50,fired_die_adult_p75,fired_die_adult_p95,fired_die_old_p05,fired_die_old_p25,fired_die_old_p50,fired_die_old_p75,fired_die_old_p95,fired_emigrate_p05,fired_emigrate_p25,fired_emigrate_p50,fired_emigrate_p75,fired_emigrate_p95,fired_internal_depart_p05,fired_internal_depart_p25,fired_internal_depart_p50,fired_internal_depart_p75,fired_internal_depart_p95,deferred_total_p05,deferred_total_p25,deferred_total_p50,deferred_total_p75,deferred_total_p95
10,7630425,7686529,7846097,7846097,7879719,0,0,0,0,0,3816247,3844121,3924014,3924014,3940435,3814178,3842408,3922083,3922083,3939284,623795,661586,705718,705718,771601,419080,421922,425519,425519,431518,378610,394872,397069,397069,406925,430175,446735,452591,452591,463334,29689,31569,39589,39589,43955,27222,30355,35345,35345,37455,7301,7807,8306,8306,8984,11379,13237,14789,14789,15606,3569,4161,4430,4430,4914,14555,15550,21790,21790,25824,41657,44305,50459,50459,57853,1418461,1452707,1587956,1587956,1618519,392494,400890,408205,408205,415207,240951,247774,251626,251626,259333,3,3,3,3,3,7656482,7710556,7855995,7855995,7888570,96922,106800,125453,125453,126587,29689,31569,39589,39589,43955,7301,7807,8306,8306,8984,3569,4161,4430,4430,4914,1471,1551,2254,2254,2431,8987,9124,10061,10061,13839,16764,19252,19680,19680,24963,11379,13237,14789,14789,15606,14555,15550,21790,21790,25824,102,163,175,175,231
11,7605391,7663408,7836826,7836826,7871301,0,0,0,0,0,3803907,3832613,3919452,3919452,3936280,3801484,3830795,3917374,3917374,3935021,644180,684025,734903,734903,805396,416883,419993,423778,423778,430285,373216,390610,392943,392943,403564,428572,446590,452980,452980,464658,30230,31838,40226,40226,44547,27045,30103,34897,34897,36953,7093,7561,7988,7988,8591,11093,13026,14597,14597,15550,3511,4154,4429,4429,4990,14535,15572,21746,21746,25885,41945,44255,50830,50830,58128,1438992,1474784,1622426,1622426,1653835,384615,393411,401300,401300,408770,236376,243623,247800,247800,256140,3,3,3,3,3,7630425,7686529,7846097,7846097,7879719,97461,107341,125604,125604,126975,30230,31838,40226,40226,44547,7093,7561,7988,7988,8591,3511,4154,4429,4429,4990,1613,1671,2368,2368,2538,8971,9056,9942,9942,13599,16461,18930,19376,19376,24473,11093,13026,14597,14597,15550,14535,15572,21746,21746,25885,95,164,177,177,240
12,7582052,7641512,7828757,7828757,7863730,0,0,0,0,0,3792570,3821812,3915704,3915704,3932628,3789482,3819700,3913053,3913053,3931102,665380,707078,765031,765031,840016,414459,417773,421774,421774,428792,368186,386535,389067,389067,400494,426722,446202,453135,453135,465775,31073,32496,41254,41254,45508,26496,29599,34466,34466,36373,7050,7498,7930,7930,8494,11332,13127,14672,14672,15646,3507,4112,4344,4344,4855,14513,15441,21681,21681,25650,42683,44770,51811,51811,58857,1458362,1495518,1655423,1655423,1687452,376873,386008,394452,394452,402400,231926,239559,244034,244034,252946,3,3,3,3,3,7605391,7663408,7836826,7836826,7871301,96928,107011,125527,125527,126694,31073,32496,41254,41254,45508,7050,7498,7930,7930,8494,3507,4112,4344,4344,4855,1536,1602,2338,2338,2492,8693,8804,9724,9724,13434,16267,18694,19193,19193,24157,11332,13127,14672,14672,15646,14513,15441,21681,21681,25650,95,148,166,166,213
13,7559145,7619743,7820591,7820591,7855789,0,0,0,0,0,3781272,3810973,3911779,3911779,3928755,3777873,3808770,3908812,3908812,3927034,687326,730620,796010,796010,875168,411931,415518,419710,419710,427288,363294,382611,385271,385271,397420,424813,445797,453276,453276,466895,31792,32947,42183,42183,46059,26799,29592,34515,34515,36209,6968,7421,7836,7836,8478,11374,13243,14784,14784,15756,3329,3862,4081,4081,4552,14632,15545,21907,21907,25935,43075,44864,52480,52480,59089,1476795,1515046,1687090,1687090,1719280,369229,378773,387736,387736,396186,227879,235838,240587,240587,250002,3,3,3,3,3,7582052,7641512,7828757,7828757,7863730,97111,107262,125783,125783,126961,31792,32947,42183,42183,46059,6968,7421,7836,7836,8478,3329,3862,4081,4081,4552,1488,1576,2274,2274,2487,8874,8953,9819,9819,13532,16437,18709,19063,19063,23903,11374,13243,14784,14784,15756,14632,15545,21907,21907,25935,105,163,197,197,242
14,7537808,7599089,7813424,7813424,7848688,0,0,0,0,0,3770820,3800803,3908401,3908401,3925464,3766988,3798286,3905023,3905023,3923224,709438,754047,827330,827330,910422,409494,413299,417761,417761,425852,358513,378756,381579,381579,394463,422793,445209,453205,453205,467802,32344,33222,42873,42873,46581,26284,29088,34053,34053,35578,6749,7210,7574,7574,8106,11248,13137,14697,14697,15678,3380,3955,4193,4193,4685,14558,15413,21773,21773,25624,43509,44989,53002,53002,59372,1495328,1534284,1718366,1718366,1750557,362054,371906,381363,381363,390284,223699,231988,237019,237019,247012,3,3,3,3,3,7559145,7619743,7820591,7820591,7855789,97669,107919,126344,126344,127867,32344,33222,42873,42873,46581,6749,7210,7574,7574,8106,3380,3955,4193,4193,4685,1508,1620,2355,2355,2582,8661,8701,9531,9531,13295,16115,18403,18767,18767,23465,11248,13137,14697,14697,15678,14558,15413,21773,21773,25624,106,162,185,185,219
15,7517524,7579263,7806989,7806989,7841957,0,0,0,0,0,3760618,3790882,3905136,3905136,3922180,3756906,3788381,3901853,3901853,3919777,732079,777937,859161,859161,946086,407361,411485,416045,416045,424741,354025,375136,378049,378049,391602,420597,444551,453094,453094,468586,32744,33548,43347,43347,47038,26149,28802,33641,33641,35372,6708,7117,7480,7480,8045,11126,12957,14532,14532,15547,3439,3950,4164,4164,4617,14648,15464,21786,21786,25449,43811,45192,53494,53494,59700,1512783,1552244,1748449,1748449,1780226,354971,365121,375112,375112,384449,219661,228216,233539,233539,244023,3,3,3,3,3,7537808,7599089,7813424,7813424,7848688,97079,107672,125911,125911,127341,32744,33548,43347,43347,47038,6708,7117,7480,7480,8045,3439,3950,4164,4164,4617,1623,1719,2365,2365,2591,8630,8682,9581,9581,13232,15896,18044,18401,18401,23200,11126,12957,14532,14532,15547,14648,15464,21786,21786,25449,118,162,192,192,232
16,7498324,7559919,7800900,7800900,7835486,0,0,0,0,0,3750761,3781000,3901861,3901861,3918737,3747563,3778919,3899039,3899039,3916749,755335,802247,891710,891710,982230,405072,409486,414201,414201,423483,349632,371591,374578,374578,388823,418593,443860,452919,452919,469383,33420,34021,44241,44241,47662,26106,28763,33693,33693,34812,6529,6949,7291,7291,7834,11070,12885,14361,14361,15408,3319,3763,3951,3951,4386,14558,15422,21800,21800,25592,44132,45263,54089,54089,59882,1529545,1569114,1777285,1777285,1808375,348173,358581,369068,369068,378843,215842,224654,230252,230252,241169,3,3,3,3,3,7517524,7579263,7806989,7806989,7841957,97115,107448,125835,125835,127272,33420,34021,44241,44241,47662,6529,6949,7291,7291,7834,3319,3763,3951,3951,4386,1651,1777,2492,2492,2727,8604,8642,9505,9505,13160,15851,18041,18344,18344,22580,11070,12885,14361,14361,15408,14558,15422,21800,21800,25592,102,151,174,174,220
17,7479937,7541063,7795348,7795348,7829460,0,0,0,0,0,3741681,3771754,3899133,3899133,3915814,3738256,3769309,3896215,3896215,3913646,778891,826931,924796,924796,1018749,402679,407366,412186,412186,422024,345309,368072,371150,371150,386106,416529,443177,452738,452738,470211,33842,34478,44984,44984,48241,26112,28671,33547,33547,34980,6725,7055,7361,7361,7855,11017,12846,14460,14460,15529,3158,3607,3820,3820,4305,14556,15353,21753,21753,25428,44504,45659,54867,54867,60401,1545654,1585183,1805522,1805522,1835269,341371,351960,362922,362922,373061,212145,221241,227133,227133,238479,3,3,3,3,3,7498324,7559919,7800900,7800900,7835486,96997,107608,125853,125853,127378,33842,34478,44984,44984,48241,6725,7055,7361,7361,7855,3158,3607,3820,3820,4305,1651,1753,2460,2460,2710,8778,8780,9629,9629,13284,15683,17803,18138,18138,22641,11017,12846,14460,14460,15529,14556,15353,21753,21753,25428,100,152,183,183,218
18,7462541,7523131,7790823,7790823,7823972,0,0,0,0,0,3732663,3762478,3896664,3896664,3912653,3729878,3760653,3894159,3894159,3911319,802966,851814,958533,958533,1055887,400620,405555,410544,410544,420844,341017,364679,367829,367829,383485,414379,442437,452472,452472,470917,34465,34828,45831,45831,49083,25841,28371,33305,33305,34615,6431,6866,7176,7176,7658,11110,12815,14397,14397,15477,3209,3710,3928,3928,4332,14469,15271,21750,21750,25437,45041,45932,55471,55471,61073,1561244,1600278,1832922,1832922,1861217,334809,345582,356994,356994,367587,208492,217782,223980,223980,235788,3,3,3,3,3,7479937,7541063,7795348,7795348,7829460,97344,107864,126354,126354,128121,34465,34828,45831,45831,49083,6431,6866,7176,7176,7658,3209,3710,3928,3928,4332,1614,1737,2386,2386,2671,8574,8617,9564,9564,13184,15653,17735,18017,18017,22380,11110,12815,14397,14397,15477,14469,15271,21750,21750,25437,108,160,182,182,231
19,7446136,7505507,7786253,7786253,7818607,0,0,0,0,0,3724261,3753491,3894287,3894287,3909797,3721875,3752016,3891966,3891966,3908810,827716,877255,992938,992938,1093151,398558,403691,408874,408874,419633,336841,361128,364358,364358,380647,412155,441617,452192,452192,471593,35340,35512,46881,46881,49512,26167,28686,33710,33710,34675,6243,6654,7011,7011,7520,10984,12699,14263,14263,15413,3291,3738,3898,3898,4293,14635,15383,21796,21796,25446,45732,46421,56415,56415,61325,1575840,1614556,1859004,1859004,1885613,328437,339421,351361,351361,362396,204859,214346,220772,220772,233035,3,3,3,3,3,7462541,7523131,7790823,7790823,7823972,97352,108014,126671,126671,128338,35340,35512,46881,46881,49512,6243,6654,7011,7011,7520,3291,3738,3898,3898,4293,1671,1810,2568,2568,2834,8698,8703,9530,9530,13241,15798,17901,18173,18173,22311,10984,12699,14263,14263,15413,14635,15383,21796,21796,25446,109,164,178,178,216
20,7431002,7488956,7782386,7782386,7813697,0,0,0,0,0,3716580,3745285,3892359,3892359,3907459,3714422,3743671,3890027,3890027,3906238,852688,902806,1027719,1027719,1130763,396129,401584,406865,406865,418131,332874,357756,361027,361027,377963,409855,440627,451714,451714,472059,35642,35710,47273,47273,49994,25762,28095,32881,32881,33805,6344,6671,6901,6901,7376,11127,12952,14503,14503,15655,3178,3610,3731,3731,4125,14363,15090,21612,21612,25172,45923,46342,56795,56795,61495,1590522,1628488,1884995,1884995,1909488,322342,333432,345819,345819,357176,201422,211097,217756,217756,230405,3,3,3,3,3,7446136,7505507,7786253,7786253,7818607,98207,109088,127220,127220,129235,35642,35710,47273,47273,49994,6344,6671,6901,6901,7376,3178,3610,3731,3731,4125,1625,1784,2451,2451,2728,8458,8478,9262,9262,12820,15679,17610,17833,17833,21815,11127,12952,14503,14503,15655,14363,15090,21612,21612,25172,116,181,193,193,237
21,7416442,7472657,7778734,7778734,7808638,0,0,0,0,0,3709600,3737417,3890770,3890770,3905250,3706842,3735240,3887964,3887964,3903388,877908,928385,1062504,1062504,1168180,394006,399700,405130,405130,416867,328769,354335,357610,357610,375189,407377,439543,451152,451152,472458,35637,35810,47329,47329,49817,25784,27932,32784,32784,33585,6288,6601,6862,6862,7266,11171,12795,14446,14446,15639,3164,3526,3683,3683,4084,14286,15006,21248,21248,24961,45937,46182,56781,56781,61167,1604726,1642053,1909941,1909941,1932387,316314,327460,340333,340333,351992,198080,207935,214833,214833,227838,3,3,3,3,3,7431002,7488956,7782386,7782386,7813697,97594,108397,126857,126857,128724,35637,35810,47329,47329,49817,6288,6601,6862,6862,7266,3164,3526,3683,3683,4084,1690,1824,2485,2485,2794,8642,8694,9437,9437,13022,15400,17277,17466,17466,21354,11171,12795,14446,14446,15639,14286,15006,21248,21248,24961,110,149,177,177,228
22,7403288,7457242,7775704,7775704,7804229,0,0,0,0,0,3702740,3729514,3888956,3888956,3902755,3700548,3727728,3886748,3886748,3901474,903950,954585,1098502,1098502,1206321,391908,397850,403341,403341,415686,325115,351224,354580,354580,372791,405057,438583,450672,450672,472943,36347,36808,48735,48735,50740,25498,27684,32702,32702,33217,6036,6367,6598,6598,7014,11103,12770,14296,14296,15543,3111,3474,3660,3660,3975,14413,15066,21532,21532,25049,46605,46649,57882,57882,61729,1618150,1654067,1933543,1933543,1953215,310618,321819,335174,335174,347099,194852,204788,211977,211977,225362,3,3,3,3,3,7416442,7472657,7778734,7778734,7808638,97423,108173,125986,125986,128122,36347,36808,48735,48735,50740,6036,6367,6598,6598,7014,3111,3474,3660,3660,3975,1699,1857,2568,2568,2869,8484,8488,9262,9262,13007,15315,17127,17339,17339,21086,11103,12770,14296,14296,15543,14413,15066,21532,21532,25049,97,154,180,180,224
